,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total
625,626,602,derp,3.5,astro black,115.7,blue cat skin,exotic_1,16.0,admiral,97.2,232.3
626,627,6016,unamused,2.0,chain,48.3,blue cat skin,cool_2,5,mohawk purple,5.6,55.9
627,628,166,glossy,9.6,costume gorilla,166.9,blue cat skin,exotic_1,16.0,admiral pink,118.8,311.2
628,629,7511,beard brown,5.4,tanktop pink,5.9,blue cat skin,cool_1,1.2,beret red,9.3,21.7
629,630,1334,uwu,5.0,overalls red,84.5,blue cat skin,classy_1,6.2,helm biker,90.1,185.8
630,631,2439,pixel,5.6,hoodie red,79.7,blue cat skin,wild_2,4.2,hat visor blue,51.4,140.7
631,632,9186,mononoke,4.5,bandana purple,3.0,blue cat skin,cool_2,5,mohawk purple,5.6,13.1
632,633,5248,mononoke,4.5,robe white,46.6,blue cat skin,wild_1,1.9,beanie orange,12.8,65.7
633,634,5517,happy,6.7,tshirt green,7.7,blue cat skin,cool_2,5,cupcake,47.4,61.9
634,635,6702,angry scar,6.3,tanktop white,3.9,blue cat skin,wild_1,1.9,cowboy brown,36.9,49.0
635,636,5523,sunglasses cowboy,7.3,bandana red,0.6,blue cat skin,cool_2,5,sunhat black,53.9,61.8
636,637,8396,tired,5.9,robe blue,0.4,blue cat skin,cool_1,1.2,beret red,9.3,16.8
637,638,6917,ninja red,5.8,tanktop tattoo,34.9,blue cat skin,cool_2,5,beret green,5.4,46.1
638,639,7391,derp,3.5,buttondown tan,8.6,blue cat skin,cool_1,1.2,flower blue,9.5,22.7
639,640,9184,wink,7.7,overalls blue,0,blue cat skin,cool_1,1.2,headband blue,4.2,13.1
640,641,3409,wink,7.7,overalls flannel,35.6,blue cat skin,wild_1,1.9,hat black,61.4,106.5
641,642,7364,sunglasses squad,9.1,shirt yellow,4.4,blue cat skin,cool_2,5,flower blue,9.5,23.0
642,643,673,zombie,1.1,knight leather,81.2,blue cat skin,exotic_1,16.0,afro rainbow unicorn,126.6,225.0
643,644,9668,angry scar,6.3,overalls blue,0,blue cat skin,cool_2,5,antlers,3.5,9.8
644,645,9636,hearts,4.2,bandana red,0.6,blue cat skin,cool_1,1.2,headband blue,4.2,10.2
645,646,7596,sunglasses cool,10.0,tshirt yellow,4.4,blue cat skin,cool_1,1.2,mohawk purple,5.6,21.2
646,647,3382,rich,3.6,toga,41.8,blue cat skin,wild_2,4.2,afro black,57.5,107.2
647,648,9595,zombie,1.1,robe red,5.1,blue cat skin,cool_2,5,headband blue,4.2,10.5
648,649,1767,face face,9.1,tshirt green,7.7,blue cat skin,wild_2,4.2,deepsea orange,148.5,169.6
649,650,6358,dizzy,4.8,buttondown green,0.2,blue cat skin,cool_2,5,cupcake,47.4,52.5
650,651,3450,ninja red,5.8,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,beanie black,54.8,105.8
651,652,7385,grin,5.4,shirt white,10.6,blue cat skin,cool_1,1.2,candle,5.6,22.8
653,654,4707,rich,3.6,tanktop pink,5.9,blue cat skin,wild_2,4.2,cowboy black,66.7,80.4
654,655,7416,happy,6.7,robe red,5.1,blue cat skin,cool_1,1.2,wreath,9.5,22.5
655,656,835,angry,3.5,punk,108.3,blue cat skin,classy_1,6.2,astro,95.3,213.3
656,657,9792,three eyes,1.6,buttondown black flannel,3.0,blue cat skin,cool_2,5,bucket hat tan,3.7,8.3
657,658,128,angry scar,6.3,costume frog,113.2,blue cat skin,exotic_2,62.4,costume dragon,148.5,330.4
658,659,4063,shocked,7.5,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,hat skull,43.2,95.9
659,660,4019,dizzy,4.8,cowboy black,84.5,blue cat skin,wild_1,1.9,beret green,5.4,96.6
660,661,7940,sunglasses yellow,8.5,tshirt red,5.1,blue cat skin,cool_1,1.2,headband blue,4.2,19.0
661,662,4086,sunglasses yellow,8.5,hoodie red,79.7,blue cat skin,wild_1,1.9,beret green,5.4,95.4
663,664,8949,beard pirate,0.8,tshirt green,7.7,blue cat skin,cool_2,5,candle,5.6,14.2
664,665,7586,owo,3.5,tanktop orange,7.7,blue cat skin,cool_1,1.2,arrowhead,8.8,21.2
665,666,8077,glasses,4.8,tshirt yellow,4.4,blue cat skin,cool_1,1.2,beanie red,7.9,18.3
666,667,4083,uwu,5.0,ninja black,84.5,blue cat skin,wild_1,1.9,apple,4.0,95.4
667,668,6426,ninja black,7.5,winter red,38.9,blue cat skin,cool_2,5,beret green,5.4,51.8
668,669,4000,beard pirate,0.8,tshirt blue,32.5,blue cat skin,wild_2,4.2,beanie blue,59.4,96.9
669,670,8741,sunglasses blue,3.2,tanktop pink,5.9,blue cat skin,cool_1,1.2,hat visor yellow,5.0,15.2
671,672,8147,sunglasses yellow,8.5,buttondown green,0.2,blue cat skin,cool_1,1.2,piercings,8.1,18.0
672,673,4924,glasses funny,4.2,overalls yellow,60.0,blue cat skin,wild_2,4.2,bucket hat green,3.0,71.3
673,674,6546,zombie,1.1,winter red,38.9,blue cat skin,wild_1,1.9,arrowhead,8.8,50.7
674,675,7310,sunglasses cowboy,7.3,tanktop pink,5.9,blue cat skin,cool_1,1.2,beret red,9.3,23.6
675,676,9487,sunglasses pixel,5.8,bandana red,0.6,blue cat skin,cool_2,5,hat visor yellow,5.0,11.4
676,677,9500,unamused,2.0,bandana purple,3.0,blue cat skin,cool_1,1.2,hat visor yellow,5.0,11.2
677,678,8310,sunglasses cowboy,7.3,bandana red,0.6,blue cat skin,cool_1,1.2,piercings,8.1,17.2
678,679,248,sunglasses squad,9.1,mononoke,129.8,blue cat skin,exotic_2,62.4,halo fire,85.2,286.6
679,680,1630,ninja red,5.8,costume frog,113.2,blue cat skin,classy_1,6.2,pirate red,49.8,174.8
680,681,4386,sunglasses heart,3.0,viking brown,73.7,blue cat skin,wild_2,4.2,flower pink,8.4,89.2
681,682,3235,face face,9.1,tshirt white,53.8,blue cat skin,wild_1,1.9,beret pink,46.7,111.5
682,683,1408,angry cute,2.4,knight leather,81.2,blue cat skin,classy_1,6.2,goggles seaweed,93.5,183.3
683,684,5936,beard tan,10.2,work red,3.4,blue cat skin,cool_2,5,hat skull,43.2,56.8
684,685,3878,owo,3.5,buttondown green,0.2,blue cat skin,wild_1,1.9,goggles seaweed,93.5,99.1
685,686,6897,happy,6.7,overalls flannel,35.6,blue cat skin,cool_2,5,apple,4.0,46.3
686,687,4431,ditto,0,work red,3.4,blue cat skin,wild_2,4.2,nurse,80.8,88.4
687,688,5397,beard tan,10.2,tanktop pink,5.9,blue cat skin,cool_2,5,cupcake,47.4,63.6
688,689,2491,angry cute,2.4,tanktop pink,5.9,blue cat skin,wild_2,4.2,crown fire,126.6,139.0
689,690,7932,glossy,9.6,overalls blue,0,blue cat skin,cool_1,1.2,flower pink,8.4,19.1
690,691,2224,rich,3.6,overalls yellow,60.0,blue cat skin,classy_2,9.4,bow,76.6,149.7
691,692,2559,sunglasses cowboy,7.3,hoodie purple,6.4,blue cat skin,wild_2,4.2,crown gold,118.8,136.6
692,693,2441,tired,5.9,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,halo fire,85.2,140.7
693,694,9093,beard pirate,0.8,work red,3.4,blue cat skin,cool_2,5,beret red,9.3,13.6
694,695,4488,sunglasses cool,10.0,pirate black,69.7,blue cat skin,wild_1,1.9,mohawk purple,5.6,87.1
695,696,3537,shocked,7.5,chain,48.3,blue cat skin,wild_1,1.9,beret black,46.7,104.3
696,697,9758,mummy,0.7,robe red,5.1,blue cat skin,cool_2,5,bucket hat green,3.0,8.8
697,698,7726,glossy,9.6,overalls blue,0,blue cat skin,cool_1,1.2,flower blue,9.5,20.3
698,699,1821,sunglasses cool,10.0,tshirt red,5.1,blue cat skin,wild_2,4.2,costume frog,148.5,167.8
699,700,5580,owo,3.5,overalls blue,0,blue cat skin,cool_2,5,afro black,57.5,61.0
700,701,892,sunglasses pixel,5.8,monk,110.7,blue cat skin,exotic_1,16.0,prince,76.6,209.0
701,702,4348,rich,3.6,shirt bowtie,40.4,blue cat skin,wild_2,4.2,sunhat tan,41.8,90.0
702,703,8498,grin,5.4,hoodie purple,6.4,blue cat skin,cool_1,1.2,mohawk green,3.3,16.3
703,704,6097,face face,9.1,shirt bowtie,40.4,blue cat skin,cool_2,5,candle,5.6,55.1
704,705,7162,happy cute,8.9,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,beanie orange,12.8,25.9
706,707,5837,sunglasses squad,9.1,buttondown green,0.2,blue cat skin,wild_1,1.9,beret pink,46.7,57.9
707,708,2204,sunglasses heart,3.0,winter blue,46.6,blue cat skin,classy_1,6.2,astro,95.3,151.1
708,709,1743,sunglasses pixel,5.8,combat black,110.7,blue cat skin,classy_2,9.4,mohawk red,44.5,170.4
709,710,2886,double face,3.8,overalls yellow,60.0,blue cat skin,classy_1,6.2,beanie black,54.8,124.8
710,711,5031,rich,3.6,sweater orange,8.0,blue cat skin,wild_1,1.9,sunhat white,55.7,69.2
711,712,4655,dizzy,4.8,baseball blue,38.9,blue cat skin,wild_1,1.9,cowboy brown,36.9,82.5
712,713,746,sunglasses squad,9.1,deepsea bronze,118.3,blue cat skin,exotic_1,16.0,prince,76.6,220.1
713,714,1861,sunglasses blue,3.2,tshirt white,53.8,blue cat skin,classy_1,6.2,tvhead purple,103.0,166.1
714,715,2011,beard pirate,0.8,tanktop sailor black,42.6,blue cat skin,classy_2,9.4,astro cheeks,107.2,160.0
715,716,9071,angry cute,2.4,robe red,5.1,blue cat skin,cool_1,1.2,hat visor yellow,5.0,13.7
716,717,2300,double face,3.8,knight,87.9,blue cat skin,classy_2,9.4,visor green,44.5,145.7
717,718,5967,beard brown,5.4,baseball red,47.4,blue cat skin,cool_2,5,bucket hat tan,3.7,56.5
718,719,8223,sunglasses blue,3.2,tanktop orange,7.7,blue cat skin,cool_1,1.2,mohawk purple,5.6,17.7
719,720,8100,glossy,9.6,work red,3.4,blue cat skin,cool_1,1.2,apple,4.0,18.2
720,721,8108,smirk,6.3,tshirt green,7.7,blue cat skin,cool_1,1.2,bucket hat green,3.0,18.2
721,722,2156,glossy,9.6,viking navy,68.4,blue cat skin,classy_1,6.2,knight red,69.0,153.1
722,723,1632,wink,7.7,costume frog,113.2,blue cat skin,classy_2,9.4,visor green,44.5,174.8
723,724,7701,pixel,5.6,shirt yellow,4.4,blue cat skin,cool_1,1.2,beret red,9.3,20.4
724,725,2411,tired,5.9,tshirt red,5.1,blue cat skin,wild_2,4.2,crown fire,126.6,141.9
725,726,281,dizzy,4.8,monk,110.7,blue cat skin,exotic_1,16.0,deepsea orange,148.5,280.1
726,727,2943,owo,3.5,labcoat,38.2,blue cat skin,wild_2,4.2,bow,76.6,122.5
727,728,7967,face face,9.1,bandana purple,3.0,blue cat skin,cool_1,1.2,mohawk purple,5.6,18.9
728,729,8358,tired,5.9,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,bucket hat tan,3.7,16.9
729,730,9780,ditto,0,tshirt red,5.1,blue cat skin,cool_2,5,mohawk green,3.3,8.4
730,731,2489,sunglasses blue,3.2,buttondown red flannel,43.4,blue cat skin,wild_2,4.2,top hat,88.4,139.1
731,732,8009,happy cute,8.9,bandana purple,3.0,blue cat skin,cool_1,1.2,candle,5.6,18.7
732,733,6696,derp,3.5,toga,41.8,blue cat skin,cool_2,5,bucket hat tan,3.7,49.0
733,734,8225,ninja red,5.8,work blue,5.1,blue cat skin,cool_1,1.2,candle,5.6,17.6
734,735,5826,happy cute,8.9,tanktop pink,5.9,blue cat skin,cool_2,5,hat skull,43.2,58.0
735,736,99,beard pirate,0.8,combat green,123.9,blue cat skin,exotic_2,62.4,astro fishbowl,172.5,359.6
736,737,3733,sunglasses cool,10.0,labcoat,38.2,blue cat skin,wild_1,1.9,ninja blue,51.4,101.5
737,738,1896,three eyes,1.6,robe white,46.6,blue cat skin,classy_2,9.4,astro cheeks,107.2,164.8
738,739,6772,sunglasses blue,3.2,sweater orange,8.0,blue cat skin,cool_2,5,cowboy brown,36.9,48.1
739,740,3526,angry scar,6.3,sweater green chain,86.2,blue cat skin,wild_2,4.2,beanie red,7.9,104.6
740,741,6984,angry cute,2.4,robe red,5.1,blue cat skin,cool_2,5,cowboy brown,36.9,44.4
741,742,9313,angry cute,2.4,tshirt pink,3.9,blue cat skin,cool_1,1.2,hat visor yellow,5.0,12.4
742,743,4600,ninja blue,4.5,tshirt yellow,4.4,blue cat skin,cool_2,5,wreath flowers,75.2,84.1
743,744,519,beard pirate,0.8,deepsea orange,132.9,blue cat skin,exotic_1,16.0,halo,90.1,239.8
746,747,4656,derp,3.5,bandana red,0.6,blue cat skin,wild_1,1.9,prince,76.6,82.5
747,748,3898,smirk,6.3,robe blue,0.4,blue cat skin,wild_1,1.9,helm biker,90.1,98.7
748,749,7515,shocked,7.5,robe red,5.1,blue cat skin,cool_1,1.2,beanie red,7.9,21.7
749,750,6010,beard brown,5.4,tshirt pink,3.9,blue cat skin,cool_2,5,beret pink,46.7,56.0
750,751,3645,double face,3.8,robe white,46.6,blue cat skin,wild_2,4.2,afro brown,48.2,102.8
751,752,891,hearts,4.2,robe white,46.6,blue cat skin,classy_1,6.2,knight black,152.1,209.0
752,753,3245,glossy,9.6,buttondown blue flannel,6.1,blue cat skin,wild_1,1.9,knight blue,93.5,111.1
753,754,2818,zombie,1.1,sweater orange,8.0,blue cat skin,wild_2,4.2,helm silver,113.9,127.2
755,756,8611,sunglasses heart,3.0,tanktop white,3.9,blue cat skin,cool_2,5,arrowhead,8.8,15.7
756,757,8677,sunglasses heart,3.0,bandana purple,3.0,blue cat skin,cool_2,5,flower blue,9.5,15.5
757,758,4999,unamused,2.0,hoodie purple,6.4,blue cat skin,cool_2,5,sushi,61.4,69.8
758,759,4439,ninja blue,4.5,robe red,5.1,blue cat skin,wild_1,1.9,prince,76.6,88.1
759,760,2701,pixel,5.6,bandana purple,3.0,blue cat skin,wild_2,4.2,crown black,118.8,131.5
760,761,8736,tired,5.9,buttondown green,0.2,blue cat skin,cool_1,1.2,beanie red,7.9,15.2
761,762,539,owo,3.5,costume gorilla,166.9,blue cat skin,classy_1,6.2,hat black,61.4,237.9
763,764,9068,glasses funny,4.2,tanktop white,3.9,blue cat skin,cool_2,5,candle,5.6,13.7
764,765,8398,mononoke,4.5,tshirt pink,3.9,blue cat skin,cool_2,5,flower pink,8.4,16.8
765,766,1723,beard pirate,0.8,toga,41.8,blue cat skin,classy_2,9.4,crown gold,118.8,170.9
766,767,7775,dizzy,4.8,buttondown tan,8.6,blue cat skin,cool_1,1.2,beret green,5.4,20.0
767,768,5711,glasses,4.8,tshirt green,7.7,blue cat skin,cool_2,5,beret black,46.7,59.3
768,769,1593,glasses funny,4.2,deepsea bronze,118.3,blue cat skin,classy_2,9.4,mohawk red,44.5,176.5
769,770,7549,tired,5.9,shirt white,10.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,21.4
770,771,6044,owo,3.5,robe white,46.6,blue cat skin,cool_2,5,candle,5.6,55.7
771,772,4057,happy cute,8.9,chain,48.3,blue cat skin,wild_1,1.9,cowboy brown,36.9,96.0
772,773,6731,angry cute,2.4,sweater pink,39.7,blue cat skin,cool_2,5,headband red,6.6,48.6
773,774,6274,mononoke,4.5,buttondown green,0.2,blue cat skin,wild_1,1.9,beret pink,46.7,53.2
774,775,7393,glasses,4.8,buttondown tan,8.6,blue cat skin,cool_1,1.2,piercings,8.1,22.7
775,776,3183,happy cute,8.9,pirate red,97.4,blue cat skin,wild_1,1.9,flower red,5.4,113.6
776,777,4612,derp,3.5,lederhosen,75.2,blue cat skin,wild_1,1.9,mohawk green,3.3,83.8
777,778,6022,glossy,9.6,buttondown red flannel,43.4,blue cat skin,cool_2,5,bucket hat green,3.0,55.9
779,780,9119,zombie,1.1,buttondown tan,8.6,blue cat skin,cool_2,5,bucket hat tan,3.7,13.4
780,781,2404,face face,9.1,shirt bowtie,40.4,blue cat skin,wild_2,4.2,horns,88.4,142.1
781,782,6454,glossy,9.6,buttondown green,0.2,blue cat skin,cool_2,5,sunhat tan,41.8,51.6
782,783,6113,shocked,7.5,toga,41.8,blue cat skin,cool_2,5,candle,5.6,54.9
783,784,9201,ninja blue,4.5,bandana green,4.4,blue cat skin,cool_1,1.2,bucket hat green,3.0,13.0
784,785,4800,owo,3.5,work red,3.4,blue cat skin,wild_1,1.9,cowboy black,66.7,75.5
785,786,4286,zombie,1.1,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,beret pink,46.7,91.6
786,787,2131,angry scar,6.3,ninja black,84.5,blue cat skin,classy_1,6.2,afro black,57.5,154.5
787,788,9003,hearts,4.2,robe red,5.1,blue cat skin,cool_1,1.2,antlers,3.5,13.9
788,789,7607,face face,9.1,robe red,5.1,blue cat skin,cool_1,1.2,mohawk purple,5.6,21.0
790,791,5171,three eyes,1.6,work blue,5.1,blue cat skin,wild_1,1.9,mullet blonde,58.5,67.0
791,792,6055,owo,3.5,robe white,46.6,blue cat skin,cool_2,5,beret green,5.4,55.5
793,794,2480,unamused,2.0,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,knight blue,93.5,139.4
794,795,8824,glossy,9.6,robe blue,0.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,14.8
795,796,2527,tired,5.9,wetsuit,81.2,blue cat skin,wild_2,4.2,beret pink,46.7,138.0
796,797,5462,ninja black,7.5,tanktop orange,7.7,blue cat skin,cool_2,5,cupcake,47.4,62.7
798,799,5961,happy,6.7,shirt bowtie,40.4,blue cat skin,cool_2,5,wreath,9.5,56.6
799,800,1591,grin,5.4,cowboy black,84.5,blue cat skin,classy_1,6.2,nurse,80.8,176.8
800,801,70,tvface xp,331.0,gown purple,86.2,blue cat skin,exotic_1,16.0,tvhead purple,103.0,536.1
801,802,8924,angry scar,6.3,sweater orange,8.0,blue cat skin,cool_2,5,hat white,5,14.3
802,803,3927,owo,3.5,shirt yellow,4.4,blue cat skin,wild_1,1.9,horns,88.4,98.2
803,804,1119,tired,5.9,overalls flannel,35.6,blue cat skin,classy_1,6.2,costume dragon,148.5,196.2
804,805,4749,mummy,0.7,pirate black,69.7,blue cat skin,wild_2,4.2,bucket hat tan,3.7,78.2
805,806,6124,angry cute,2.4,shirt white,10.6,blue cat skin,cool_2,5,sunhat tan,41.8,54.8
806,807,8654,angry,3.5,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,beanie red,7.9,15.5
807,808,1745,sunglasses pixel,5.8,gown purple,86.2,blue cat skin,classy_2,9.4,knight red,69.0,170.4
809,810,3177,owo,3.5,epaulette red,106.0,blue cat skin,wild_2,4.2,hat white,5,113.6
810,811,3824,uwu,5.0,knight,87.9,blue cat skin,wild_1,1.9,hat visor yellow,5.0,99.8
811,812,4621,three eyes,1.6,viking navy,68.4,blue cat skin,wild_2,4.2,flower blue,9.5,83.6
812,813,8224,happy,6.7,shirt yellow,4.4,blue cat skin,cool_1,1.2,beret green,5.4,17.7
813,814,7931,sunglasses cowboy,7.3,shirt white,10.6,blue cat skin,cool_1,1.2,hat white,5,19.1
814,815,9258,shocked,7.5,overalls blue,0,blue cat skin,cool_1,1.2,apple,4.0,12.7
815,816,5369,shocked,7.5,work blue,5.1,blue cat skin,cool_2,5,ninja blue,51.4,64.0
817,818,7140,sunglasses squad,9.1,buttondown tan,8.6,blue cat skin,cool_2,5,arrowhead,8.8,26.5
818,819,4066,angry cute,2.4,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,afro brown,48.2,95.8
819,820,8794,beard tan,10.2,bandana red,0.6,blue cat skin,cool_1,1.2,bucket hat green,3.0,15.0
820,821,7647,smirk,6.3,work blue,5.1,blue cat skin,cool_1,1.2,piercings,8.1,20.7
821,822,4011,pixel,5.6,buttondown tan,8.6,blue cat skin,wild_1,1.9,nurse,80.8,96.8
822,823,455,sunglasses heart,3.0,hoodie red,79.7,blue cat skin,exotic_1,16.0,deepsea orange,148.5,247.2
823,824,4744,smirk,6.3,shirt white,10.6,blue cat skin,cool_2,5,sushi,61.4,78.4
825,826,9428,beard pirate,0.8,tanktop pink,5.9,blue cat skin,cool_2,5,hat visor yellow,5.0,11.7
826,827,1910,beard pirate,0.8,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,dutch,113.9,164.3
827,828,3950,tired,5.9,tshirt blue,32.5,blue cat skin,wild_1,1.9,mullet brown,57.5,97.8
828,829,237,mummy,0.7,epaulette white,118.3,blue cat skin,exotic_2,62.4,visor purple,107.2,288.6
829,830,3128,double face,3.8,epaulette black,101.6,blue cat skin,wild_2,4.2,mohawk purple,5.6,115.1
830,831,4897,sunglasses cool,10.0,shirt yellow,4.4,blue cat skin,cool_2,5,afro black,57.5,71.9
831,832,9874,mummy,0.7,overalls blue,0,blue cat skin,cool_2,5,mohawk purple,5.6,6.3
832,833,1046,sunglasses cool,10.0,tanktop tattoo,34.9,blue cat skin,classy_1,6.2,deepsea orange,148.5,199.6
833,834,8213,sunglasses yellow,8.5,sweater orange,8.0,blue cat skin,cool_1,1.2,hat white,5,17.7
834,835,452,ditto,0,sweater green chain,86.2,blue cat skin,exotic_1,16.0,deepsea bronze,145.0,247.2
835,836,6578,unamused,2.0,work blue,5.1,blue cat skin,cool_2,5,hat skull,43.2,50.3
836,837,9598,stunned,2.8,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,antlers,3.5,10.5
837,838,2654,smirk,6.3,tshirt pink,3.9,blue cat skin,wild_2,4.2,admiral pink,118.8,133.1
838,839,9888,ditto,0,buttondown black flannel,3.0,blue cat skin,cool_2,5,bucket hat green,3.0,5.9
839,840,5472,dizzy,4.8,buttondown green,0.2,blue cat skin,cool_2,5,afro black,57.5,62.6
840,841,8162,derp,3.5,robe red,5.1,blue cat skin,cool_1,1.2,piercings,8.1,17.9
841,842,525,beard pirate,0.8,viking brown,73.7,blue cat skin,exotic_1,16.0,costume frog,148.5,239.1
842,843,8452,double face,3.8,tshirt pink,3.9,blue cat skin,cool_2,5,arrowhead,8.8,16.5
843,844,9282,owo,3.5,tanktop white,3.9,blue cat skin,cool_1,1.2,apple,4.0,12.6
844,845,50,tvface bobross,395.0,gown purple,86.2,blue cat skin,exotic_1,16.0,tvhead white,99.0,596.2
845,846,4491,beard pirate,0.8,baseball blue,38.9,blue cat skin,wild_2,4.2,hat skull,43.2,87.1
848,849,244,ninja red,5.8,knight black,139.5,blue cat skin,exotic_1,16.0,afro rainbow unicorn,126.6,287.9
849,850,5120,derp,3.5,shirt white,10.6,blue cat skin,cool_2,5,sunhat black,53.9,68.0
850,851,8179,angry,3.5,tanktop white,3.9,blue cat skin,cool_1,1.2,beret red,9.3,17.8
851,852,2873,unamused,2.0,nurse,115.7,blue cat skin,wild_1,1.9,mohawk purple,5.6,125.2
852,853,1539,beard pirate,0.8,ninja black,84.5,blue cat skin,classy_2,9.4,pirate black,83.7,178.5
853,854,4154,sunglasses cowboy,7.3,toga,41.8,blue cat skin,wild_1,1.9,hat skull,43.2,94.1
855,856,1063,derp,3.5,mononoke,129.8,blue cat skin,classy_1,6.2,beanie blue,59.4,198.8
856,857,8573,mononoke,4.5,tanktop orange,7.7,blue cat skin,cool_2,5,bucket hat tan,3.7,15.9
857,858,8528,pixel,5.6,bandana green,4.4,blue cat skin,cool_1,1.2,hat visor yellow,5.0,16.1
858,859,5688,sunglasses yellow,8.5,shirt yellow,4.4,blue cat skin,cool_2,5,beret black,46.7,59.6
859,860,823,hearts,4.2,gown black,123.9,blue cat skin,classy_2,9.4,prince,76.6,214.0
861,862,5812,tired,5.9,winter blue,46.6,blue cat skin,cool_2,5,mohawk purple,5.6,58.1
862,863,8906,owo,3.5,shirt yellow,4.4,blue cat skin,cool_1,1.2,beret green,5.4,14.4
863,864,4041,tired,5.9,winter blue,46.6,blue cat skin,wild_1,1.9,sunhat tan,41.8,96.2
864,865,7571,sunglasses cool,10.0,work blue,5.1,blue cat skin,cool_1,1.2,hat visor yellow,5.0,21.3
865,866,936,owo,3.5,punk,108.3,blue cat skin,classy_1,6.2,horns,88.4,206.4
866,867,1856,mononoke,4.5,toga,41.8,blue cat skin,classy_1,6.2,dutch,113.9,166.4
868,869,6040,unamused,2.0,tshirt pink,3.9,blue cat skin,cool_2,5,pirate red,49.8,55.7
869,870,2921,sunglasses yellow,8.5,monk,110.7,blue cat skin,wild_2,4.2,hat white,5,123.4
870,871,6213,sunglasses cool,10.0,shirt bowtie,40.4,blue cat skin,cool_2,5,antlers,3.5,53.9
871,872,1966,sunglasses pixel,5.8,tanktop sailor red,39.7,blue cat skin,classy_2,9.4,astro cheeks,107.2,162.0
874,875,5741,pixel,5.6,work blue,5.1,blue cat skin,cool_2,5,afro brown,48.2,58.9
875,876,3715,unamused,2.0,shirt bowtie,40.4,blue cat skin,wild_1,1.9,mullet brown,57.5,101.8
876,877,9930,zombie,1.1,bandana red,0.6,blue cat skin,cool_2,5,hat white,5,1.7
877,878,2845,unamused,2.0,lederhosen,75.2,blue cat skin,wild_2,4.2,mohawk red,44.5,125.9
878,879,3853,derp,3.5,bandana red,0.6,blue cat skin,wild_1,1.9,goggles seaweed,93.5,99.5
879,880,2903,shocked,7.5,tshirt red,5.1,blue cat skin,wild_2,4.2,visor purple,107.2,123.9
880,881,3037,owo,3.5,tanktop white,3.9,blue cat skin,wild_2,4.2,visor purple,107.2,118.7
881,882,9126,grin,5.4,buttondown green,0.2,blue cat skin,cool_1,1.2,headband red,6.6,13.4
882,883,6582,ditto,0,tshirt pink,3.9,blue cat skin,wild_1,1.9,mohawk red,44.5,50.3
884,885,3046,mummy,0.7,ninja blue,34.9,blue cat skin,classy_1,6.2,bow,76.6,118.4
885,886,2223,pixel,5.6,winter red,38.9,blue cat skin,classy_1,6.2,tvhead white,99.0,149.7
886,887,5728,ninja blue,4.5,toga,41.8,blue cat skin,cool_2,5,beanie orange,12.8,59.1
887,888,9454,uwu,5.0,overalls blue,0,blue cat skin,cool_1,1.2,beret green,5.4,11.6
888,889,9522,owo,3.5,work red,3.4,blue cat skin,cool_1,1.2,bucket hat green,3.0,11.1
889,890,1936,derp,3.5,epaulette black,101.6,blue cat skin,wild_2,4.2,sunhat black,53.9,163.1
890,891,75,tvface bobross,395.0,tshirt metal,41.1,blue cat skin,classy_1,6.2,tvhead grey,76.6,518.8
891,892,5086,uwu,5.0,tanktop pink,5.9,blue cat skin,cool_2,5,afro black,57.5,68.4
892,893,4812,tired,5.9,robe blue,0.4,blue cat skin,wild_1,1.9,cowboy black,66.7,74.9
893,894,5473,sunglasses cowboy,7.3,buttondown tan,8.6,blue cat skin,cool_2,5,beret black,46.7,62.6
894,895,80,tvface xp,331.0,overalls red,84.5,blue cat skin,classy_2,9.4,tvhead grey,76.6,501.5
895,896,2786,sunglasses blue,3.2,pirate black,69.7,blue cat skin,wild_2,4.2,ninja blue,51.4,128.3
896,897,9280,angry scar,6.3,bandana purple,3.0,blue cat skin,cool_2,5,mohawk green,3.3,12.6
898,899,8510,hearts,4.2,bandana purple,3.0,blue cat skin,cool_1,1.2,beanie red,7.9,16.2
899,900,7450,wink,7.7,tshirt green,7.7,blue cat skin,cool_1,1.2,mohawk purple,5.6,22.2
900,901,5684,pixel,5.6,baseball red,47.4,blue cat skin,cool_2,5,headband red,6.6,59.6
901,902,9705,angry cute,2.4,bandana purple,3.0,blue cat skin,cool_1,1.2,bucket hat green,3.0,9.5
902,903,8043,hearts,4.2,robe blue,0.4,blue cat skin,cool_1,1.2,beanie orange,12.8,18.5
903,904,8141,uwu,5.0,tanktop white,3.9,blue cat skin,cool_1,1.2,beanie red,7.9,18.0
904,905,9751,zombie,1.1,tshirt green,7.7,blue cat skin,cool_2,5,hat white,5,8.9
905,906,2672,beard brown,5.4,tshirt white,53.8,blue cat skin,wild_2,4.2,ninja black,69.0,132.4
