,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total
4931,4932,8379,pixel,5.6,tshirt red,5.1,blue cat skin,cool_1,1.2,hat visor yellow,5.0,16.9
4932,4933,4714,dizzy,4.8,tshirt yellow,4.4,blue cat skin,wild_1,1.9,knight red,69.0,80.1
4933,4934,5977,angry,3.5,buttondown red flannel,43.4,blue cat skin,cool_2,5,flower blue,9.5,56.4
4934,4935,2729,ninja blue,4.5,robe king,118.3,blue cat skin,wild_2,4.2,antlers,3.5,130.5
4935,4936,2047,ninja red,5.8,buttondown green,0.2,blue cat skin,wild_2,4.2,costume dragon,148.5,158.6
4937,4938,5262,ninja black,7.5,robe blue,0.4,blue cat skin,cool_2,5,mullet brown,57.5,65.4
4938,4939,3384,mummy,0.7,chain,48.3,blue cat skin,wild_2,4.2,sunhat black,53.9,107.1
4939,4940,4762,wink,7.7,overalls yellow,60.0,blue cat skin,wild_1,1.9,piercings,8.1,77.7
4940,4941,6962,mummy,0.7,winter red,38.9,blue cat skin,wild_1,1.9,antlers,3.5,45.0
4941,4942,7451,angry scar,6.3,tanktop orange,7.7,blue cat skin,cool_2,5,piercings,8.1,22.2
4942,4943,354,wink,7.7,pirate red,97.4,blue cat skin,classy_2,9.4,costume dragon,148.5,263.0
4943,4944,8061,tired,5.9,tanktop pink,5.9,blue cat skin,cool_1,1.2,flower red,5.4,18.4
4944,4945,6094,hearts,4.2,tanktop sailor black,42.6,blue cat skin,cool_2,5,flower pink,8.4,55.1
4945,4946,7992,dizzy,4.8,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,headband red,6.6,18.8
4946,4947,9393,beard pirate,0.8,bandana purple,3.0,blue cat skin,cool_2,5,piercings,8.1,12.0
4948,4949,8532,pixel,5.6,tanktop pink,5.9,blue cat skin,cool_1,1.2,antlers,3.5,16.1
4949,4950,9271,beard pirate,0.8,hoodie purple,6.4,blue cat skin,cool_2,5,beret green,5.4,12.6
4950,4951,7912,unamused,2.0,shirt white,10.6,blue cat skin,cool_1,1.2,flower red,5.4,19.3
4951,4952,1728,angry scar,6.3,tiger,113.2,blue cat skin,classy_2,9.4,sunhat tan,41.8,170.7
4952,4953,3944,shocked,7.5,tshirt metal,41.1,blue cat skin,wild_1,1.9,cupcake,47.4,97.9
4953,4954,1670,mononoke,4.5,chain,48.3,blue cat skin,classy_1,6.2,helm silver,113.9,172.9
4954,4955,3206,sunglasses squad,9.1,hoodie black,42.6,blue cat skin,wild_2,4.2,unicorn horn,56.6,112.5
4955,4956,5341,beard tan,10.2,shirt yellow,4.4,blue cat skin,cool_2,5,pirate red,49.8,64.4
4956,4957,5649,sunglasses yellow,8.5,work red,3.4,blue cat skin,cool_2,5,afro brown,48.2,60.1
4957,4958,8490,sunglasses yellow,8.5,bandana purple,3.0,blue cat skin,cool_1,1.2,bucket hat tan,3.7,16.3
4959,4960,999,stunned,2.8,tiger,113.2,blue cat skin,classy_2,9.4,prince,76.6,202.0
4960,4961,64,tvface xp,331.0,epaulette black,101.6,blue cat skin,exotic_1,16.0,tvhead purple,103.0,551.5
4961,4962,9534,angry scar,6.3,bandana red,0.6,blue cat skin,cool_2,5,apple,4.0,11.0
4962,4963,2982,ninja red,5.8,costume hotdog,108.3,blue cat skin,wild_2,4.2,bucket hat green,3.0,121.2
4963,4964,3505,ninja red,5.8,tanktop sailor black,42.6,blue cat skin,wild_1,1.9,beanie black,54.8,105.0
4965,4966,3745,beard brown,5.4,hoodie black,42.6,blue cat skin,wild_1,1.9,hat visor blue,51.4,101.2
4966,4967,1270,sunglasses yellow,8.5,combat green,123.9,blue cat skin,classy_1,6.2,pirate red,49.8,188.3
4967,4968,5524,happy cute,8.9,buttondown blue flannel,6.1,blue cat skin,cool_2,5,beret black,46.7,61.8
4968,4969,2517,happy,6.7,baseball blue,38.9,blue cat skin,wild_2,4.2,horns,88.4,138.2
4969,4970,5714,face face,9.1,robe white,46.6,blue cat skin,cool_2,5,antlers,3.5,59.2
4970,4971,7930,shocked,7.5,hoodie purple,6.4,blue cat skin,cool_1,1.2,apple,4.0,19.1
4971,4972,1203,hearts,4.2,combat green,123.9,blue cat skin,classy_1,6.2,mullet brown,57.5,191.7
4972,4973,456,sunglasses heart,3.0,hoodie red,79.7,blue cat skin,exotic_1,16.0,costume dragon,148.5,247.2
4973,4974,6524,sunglasses heart,3.0,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,hat skull,43.2,51.0
4974,4975,1221,tired,5.9,epaulette black,101.6,blue cat skin,classy_1,6.2,prince,76.6,190.2
4975,4976,9103,rich,3.6,buttondown blue flannel,6.1,blue cat skin,cool_2,5,bucket hat tan,3.7,13.5
4976,4977,3378,sunglasses pixel,5.8,winter red,38.9,blue cat skin,wild_2,4.2,mullet blonde,58.5,107.3
4977,4978,7504,sunglasses squad,9.1,buttondown tan,8.6,blue cat skin,cool_2,5,apple,4.0,21.8
4978,4979,7160,glasses,4.8,shirt white,10.6,blue cat skin,cool_1,1.2,beret red,9.3,25.9
4979,4980,5208,double face,3.8,robe red,5.1,blue cat skin,wild_1,1.9,sunhat white,55.7,66.5
4980,4981,2649,three eyes,1.6,tanktop sailor blue,41.8,blue cat skin,classy_1,6.2,pirate black,83.7,133.3
4981,4982,3690,double face,3.8,baseball red,47.4,blue cat skin,wild_2,4.2,beret pink,46.7,102.1
4982,4983,2231,ninja blue,4.5,pirate black,69.7,blue cat skin,classy_1,6.2,ninja black,69.0,149.4
4983,4984,1909,ninja blue,4.5,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,helm silver,113.9,164.4
4984,4985,143,rich,3.6,combat black,110.7,blue cat skin,exotic_2,62.4,deepsea bronze,145.0,321.8
4985,4986,6073,wink,7.7,buttondown red flannel,43.4,blue cat skin,cool_2,5,headband blue,4.2,55.3
4986,4987,1118,derp,3.5,gown purple,86.2,blue cat skin,classy_2,9.4,admiral,97.2,196.2
4987,4988,8010,happy cute,8.9,bandana purple,3.0,blue cat skin,cool_1,1.2,mohawk purple,5.6,18.7
4988,4989,3184,ninja blue,4.5,tanktop orange,7.7,blue cat skin,wild_2,4.2,admiral,97.2,113.5
4989,4990,5913,tired,5.9,baseball red,47.4,blue cat skin,cool_2,5,bucket hat tan,3.7,57.1
4990,4991,1739,angry cute,2.4,sweater black,54.8,blue cat skin,classy_1,6.2,visor purple,107.2,170.5
4991,4992,2830,wink,7.7,bandana purple,3.0,blue cat skin,wild_1,1.9,dutch,113.9,126.4
4992,4993,6071,sunglasses cowboy,7.3,bandana red,0.6,blue cat skin,cool_2,5,cupcake,47.4,55.3
4993,4994,4429,rich,3.6,lederhosen,75.2,blue cat skin,wild_2,4.2,beret green,5.4,88.4
4994,4995,7936,angry scar,6.3,shirt yellow,4.4,blue cat skin,cool_2,5,flower pink,8.4,19.1
4995,4996,364,double face,3.8,costume hotdog,108.3,blue cat skin,exotic_2,62.4,halo fire,85.2,259.8
4996,4997,9748,ninja blue,4.5,overalls blue,0,blue cat skin,cool_1,1.2,mohawk green,3.3,9.0
4997,4998,8185,dizzy,4.8,bandana purple,3.0,blue cat skin,cool_1,1.2,arrowhead,8.8,17.8
4998,4999,3931,beard brown,5.4,knight,87.9,blue cat skin,wild_1,1.9,bucket hat green,3.0,98.1
5000,5001,2421,shocked,7.5,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,helm biker,90.1,141.4
5001,5002,5438,uwu,5.0,tshirt white,53.8,blue cat skin,cool_2,5,apple,4.0,62.9
5002,5003,6437,wink,7.7,shirt bowtie,40.4,blue cat skin,cool_2,5,bucket hat tan,3.7,51.7
5004,5005,8323,double face,3.8,tanktop orange,7.7,blue cat skin,cool_2,5,candle,5.6,17.1
5005,5006,3355,smirk,6.3,labcoat,38.2,blue cat skin,wild_1,1.9,hat black,61.4,107.8
5006,5007,5980,owo,3.5,baseball red,47.4,blue cat skin,cool_2,5,flower red,5.4,56.3
5007,5008,6443,owo,3.5,hoodie black,42.6,blue cat skin,cool_2,5,candle,5.6,51.7
5008,5009,6969,beard pirate,0.8,buttondown green,0.2,blue cat skin,wild_1,1.9,sunhat tan,41.8,44.7
5009,5010,8557,tired,5.9,tshirt pink,3.9,blue cat skin,cool_1,1.2,hat visor yellow,5.0,16.0
5010,5011,8025,sunglasses cowboy,7.3,tanktop pink,5.9,blue cat skin,cool_1,1.2,headband blue,4.2,18.6
5011,5012,1714,angry,3.5,tanktop tattoo,34.9,blue cat skin,classy_1,6.2,afro rainbow unicorn,126.6,171.2
5012,5013,4347,three eyes,1.6,ninja red,37.6,blue cat skin,wild_2,4.2,beret pink,46.7,90.0
5013,5014,8000,sunglasses blue,3.2,tshirt red,5.1,blue cat skin,cool_1,1.2,beret red,9.3,18.7
5014,5015,246,smirk,6.3,costume frog,113.2,blue cat skin,exotic_1,16.0,knight black,152.1,287.6
5015,5016,8905,owo,3.5,tshirt yellow,4.4,blue cat skin,cool_1,1.2,flower red,5.4,14.4
5017,5018,1921,ninja black,7.5,knight leather,81.2,blue cat skin,classy_1,6.2,knight red,69.0,163.9
5018,5019,3112,stunned,2.8,tshirt pink,3.9,blue cat skin,wild_1,1.9,helm bronze,107.2,115.8
5019,5020,4820,dizzy,4.8,overalls pink,60.0,blue cat skin,wild_1,1.9,beanie red,7.9,74.6
5020,5021,4059,pixel,5.6,tshirt metal,41.1,blue cat skin,wild_1,1.9,cupcake,47.4,96.0
5021,5022,7126,face face,9.1,tshirt pink,3.9,blue cat skin,cool_1,1.2,beanie orange,12.8,27.0
5022,5023,4780,sunglasses heart,3.0,overalls yellow,60.0,blue cat skin,wild_2,4.2,beret red,9.3,76.5
5023,5024,168,mononoke,4.5,deepsea orange,132.9,blue cat skin,exotic_2,62.4,costume gorilla,109.3,309.1
5024,5025,1930,angry scar,6.3,shirt bowtie,40.4,blue cat skin,classy_2,9.4,astro cheeks,107.2,163.3
5025,5026,8210,unamused,2.0,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,flower pink,8.4,17.7
5027,5028,4310,sunglasses cowboy,7.3,viking brown,73.7,blue cat skin,wild_1,1.9,piercings,8.1,91.0
5028,5029,1274,ninja black,7.5,cowboy black,84.5,blue cat skin,classy_1,6.2,helm biker,90.1,188.2
5029,5030,219,ninja red,5.8,gown black,123.9,blue cat skin,exotic_1,16.0,costume frog,148.5,294.1
5030,5031,7721,angry scar,6.3,buttondown tan,8.6,blue cat skin,cool_2,5,flower red,5.4,20.3
5031,5032,4601,owo,3.5,viking brown,73.7,blue cat skin,wild_1,1.9,hat visor yellow,5.0,84.1
5032,5033,5302,ninja black,7.5,shirt white,10.6,blue cat skin,cool_2,5,beret black,46.7,64.8
5033,5034,6665,zombie,1.1,ninja red,37.6,blue cat skin,wild_1,1.9,arrowhead,8.8,49.4
5034,5035,9699,sunglasses squad,9.1,robe blue,0.4,blue cat skin,cool_2,5,hat white,5,9.5
5035,5036,6784,happy cute,8.9,ninja blue,34.9,blue cat skin,cool_2,5,apple,4.0,47.9
5036,5037,6348,angry scar,6.3,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,flower blue,9.5,52.6
5037,5038,8899,glasses,4.8,tshirt yellow,4.4,blue cat skin,cool_1,1.2,apple,4.0,14.5
5038,5039,6400,beard brown,5.4,buttondown green,0.2,blue cat skin,wild_1,1.9,visor green,44.5,52.0
5039,5040,8355,angry cute,2.4,tanktop white,3.9,blue cat skin,cool_1,1.2,flower blue,9.5,16.9
5040,5041,2931,beard tan,10.2,overalls flannel,35.6,blue cat skin,wild_1,1.9,wreath flowers,75.2,122.9
5041,5042,8214,wink,7.7,work red,3.4,blue cat skin,cool_1,1.2,flower red,5.4,17.7
5042,5043,7380,hearts,4.2,sweater orange,8.0,blue cat skin,cool_1,1.2,wreath,9.5,22.8
5043,5044,4750,ninja blue,4.5,ninja blue,34.9,blue cat skin,wild_1,1.9,cowboy brown,36.9,78.2
5044,5045,7723,sunglasses cowboy,7.3,tshirt pink,3.9,blue cat skin,cool_1,1.2,beanie red,7.9,20.3
5045,5046,5436,mummy,0.7,shirt white,10.6,blue cat skin,wild_1,1.9,pirate red,49.8,63.0
5046,5047,1360,sunglasses yellow,8.5,sweater green chain,86.2,blue cat skin,classy_1,6.2,pirate black,83.7,184.6
5047,5048,3430,derp,3.5,gown white,95.4,blue cat skin,wild_1,1.9,flower red,5.4,106.1
5048,5049,7717,sunglasses yellow,8.5,hoodie purple,6.4,blue cat skin,cool_1,1.2,headband blue,4.2,20.3
5049,5050,4145,ninja blue,4.5,robe blue,0.4,blue cat skin,wild_2,4.2,halo fire,85.2,94.3
5050,5051,5215,smirk,6.3,buttondown tan,8.6,blue cat skin,cool_2,5,ninja blue,51.4,66.3
5051,5052,3682,mononoke,4.5,overalls blue,0,blue cat skin,wild_2,4.2,knight blue,93.5,102.2
5052,5053,7885,sunglasses yellow,8.5,buttondown green,0.2,blue cat skin,cool_1,1.2,flower blue,9.5,19.4
5053,5054,1784,three eyes,1.6,pirate black,69.7,blue cat skin,classy_2,9.4,top hat,88.4,169.1
5054,5055,5136,derp,3.5,sweater black,54.8,blue cat skin,cool_2,5,wreath,9.5,67.8
5055,5056,7762,pixel,5.6,tshirt green,7.7,blue cat skin,cool_1,1.2,mohawk purple,5.6,20.1
5056,5057,3681,smirk,6.3,knight leather,81.2,blue cat skin,wild_1,1.9,beanie orange,12.8,102.2
5057,5058,1725,sunglasses cowboy,7.3,combat black,110.7,blue cat skin,classy_1,6.2,beret pink,46.7,170.8
5058,5059,3825,ninja blue,4.5,tanktop pink,5.9,blue cat skin,wild_2,4.2,halo fire,85.2,99.8
5059,5060,9391,angry cute,2.4,bandana green,4.4,blue cat skin,cool_1,1.2,apple,4.0,12.0
5060,5061,5177,sunglasses cool,10.0,buttondown black flannel,3.0,blue cat skin,cool_2,5,sunhat black,53.9,66.9
5061,5062,8338,sunglasses cowboy,7.3,tshirt red,5.1,blue cat skin,cool_1,1.2,antlers,3.5,17.1
5062,5063,3310,sunglasses heart,3.0,shirt bowtie,40.4,blue cat skin,wild_2,4.2,hat black,61.4,108.9
5063,5064,446,dizzy,4.8,costume dragon,126.8,blue cat skin,classy_2,9.4,helm bronze,107.2,248.2
5064,5065,1281,sunglasses heart,3.0,viking navy,68.4,blue cat skin,classy_2,9.4,helm bronze,107.2,187.9
5065,5066,9213,pixel,5.6,bandana red,0.6,blue cat skin,cool_1,1.2,mohawk purple,5.6,12.9
5066,5067,9251,pixel,5.6,robe blue,0.4,blue cat skin,cool_1,1.2,mohawk purple,5.6,12.7
5067,5068,6773,hearts,4.2,tanktop sailor red,39.7,blue cat skin,cool_2,5,headband blue,4.2,48.0
5068,5069,6808,ninja red,5.8,ninja red,37.6,blue cat skin,cool_2,5,headband blue,4.2,47.6
5069,5070,2618,grin,5.4,knight,87.9,blue cat skin,wild_2,4.2,cowboy brown,36.9,134.4
5071,5072,2285,zombie,1.1,ninja black,84.5,blue cat skin,classy_1,6.2,bucket hat white,54.8,146.6
5072,5073,5916,happy,6.7,ninja red,37.6,blue cat skin,cool_2,5,beanie orange,12.8,57.0
5073,5074,7430,sunglasses cowboy,7.3,robe red,5.1,blue cat skin,cool_1,1.2,arrowhead,8.8,22.4
5074,5075,7463,sunglasses cowboy,7.3,tshirt yellow,4.4,blue cat skin,cool_1,1.2,beret red,9.3,22.1
5075,5076,2235,smirk,6.3,knight leather,81.2,blue cat skin,wild_2,4.2,afro black,57.5,149.2
5076,5077,1892,shocked,7.5,cowboy black,84.5,blue cat skin,classy_1,6.2,cowboy black,66.7,164.9
5077,5078,5456,beard brown,5.4,shirt white,10.6,blue cat skin,cool_2,5,beret pink,46.7,62.7
5078,5079,4277,sunglasses heart,3.0,sweater orange,8.0,blue cat skin,wild_2,4.2,prince,76.6,91.7
5079,5080,5358,happy cute,8.9,robe blue,0.4,blue cat skin,cool_2,5,helm army,54.8,64.1
5080,5081,3247,angry cute,2.4,baseball red,47.4,blue cat skin,wild_1,1.9,beanie blue,59.4,111.1
5081,5082,3607,shocked,7.5,labcoat,38.2,blue cat skin,wild_1,1.9,sunhat white,55.7,103.3
5082,5083,8814,dizzy,4.8,work red,3.4,blue cat skin,cool_1,1.2,beret green,5.4,14.9
5083,5084,8910,sunglasses cowboy,7.3,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,bucket hat green,3.0,14.4
5084,5085,9887,beard pirate,0.8,tshirt red,5.1,blue cat skin,cool_2,5,hat white,5,6.0
5085,5086,9529,ninja red,5.8,robe blue,0.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,11.0
5086,5087,565,ninja black,7.5,combat green,123.9,blue cat skin,classy_2,9.4,astro,95.3,236.1
5087,5088,5116,happy cute,8.9,tshirt yellow,4.4,blue cat skin,cool_2,5,helm army,54.8,68.1
5088,5089,1164,beard pirate,0.8,costume hotdog,108.3,blue cat skin,exotic_1,16.0,ninja black,69.0,194.2
5089,5090,9337,three eyes,1.6,tanktop orange,7.7,blue cat skin,cool_2,5,bucket hat green,3.0,12.3
5090,5091,4722,tired,5.9,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,ninja black,69.0,79.8
5091,5092,987,owo,3.5,costume frog,113.2,blue cat skin,classy_2,9.4,bow,76.6,202.7
5092,5093,7071,ditto,0,tshirt blue,32.5,blue cat skin,wild_1,1.9,candle,5.6,39.9
5093,5094,5908,sunglasses cool,10.0,robe blue,0.4,blue cat skin,cool_2,5,beret pink,46.7,57.1
5094,5095,398,double face,3.8,gown purple,86.2,blue cat skin,exotic_1,16.0,costume dragon,148.5,254.5
5095,5096,6290,ninja black,7.5,tanktop sailor black,42.6,blue cat skin,cool_2,5,bucket hat green,3.0,53.0
5096,5097,4496,ditto,0,labcoat,38.2,blue cat skin,wild_2,4.2,mohawk red,44.5,86.9
5097,5098,9844,ditto,0,bandana purple,3.0,blue cat skin,cool_2,5,headband blue,4.2,7.2
5098,5099,6026,sunglasses squad,9.1,labcoat,38.2,blue cat skin,wild_1,1.9,headband red,6.6,55.9
5100,5101,8156,shocked,7.5,tanktop white,3.9,blue cat skin,cool_1,1.2,beret green,5.4,18.0
5101,5102,3290,ninja blue,4.5,toga,41.8,blue cat skin,wild_1,1.9,hat black,61.4,109.6
5102,5103,3689,stunned,2.8,knight,87.9,blue cat skin,wild_1,1.9,wreath,9.5,102.1
5103,5104,730,sunglasses cool,10.0,epaulette white,118.3,blue cat skin,classy_2,9.4,pirate black,83.7,221.5
5104,5105,3747,derp,3.5,knight,87.9,blue cat skin,wild_1,1.9,beanie red,7.9,101.2
5105,5106,2715,sunglasses blue,3.2,epaulette white,118.3,blue cat skin,wild_2,4.2,beret green,5.4,131.0
5106,5107,1260,happy,6.7,deepsea bronze,118.3,blue cat skin,classy_1,6.2,mullet brown,57.5,188.7
5107,5108,6179,derp,3.5,bandana green,4.4,blue cat skin,wild_1,1.9,visor green,44.5,54.3
5108,5109,6755,sunglasses cool,10.0,labcoat,38.2,blue cat skin,cool_2,5,hat white,5,48.3
5110,5111,721,glasses funny,4.2,lederhosen,75.2,blue cat skin,exotic_1,16.0,afro rainbow unicorn,126.6,222.0
5111,5112,1226,ninja red,5.8,cowboy black,84.5,blue cat skin,classy_1,6.2,goggles seaweed,93.5,189.9
5112,5113,2410,double face,3.8,toga,41.8,blue cat skin,classy_1,6.2,halo,90.1,141.9
5113,5114,8822,hearts,4.2,tshirt pink,3.9,blue cat skin,cool_1,1.2,mohawk purple,5.6,14.8
5114,5115,4437,happy,6.7,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,prince,76.6,88.1
5115,5116,1323,glasses funny,4.2,tshirt white,53.8,blue cat skin,classy_2,9.4,crown black,118.8,186.2
5116,5117,946,sunglasses pixel,5.8,toga,41.8,blue cat skin,classy_2,9.4,costume frog,148.5,205.5
5117,5118,4918,glasses,4.8,robe red,5.1,blue cat skin,cool_2,5,sushi,61.4,71.4
5118,5119,5128,mummy,0.7,overalls pink,60.0,blue cat skin,wild_2,4.2,bucket hat green,3.0,67.9
5119,5120,135,glasses funny,4.2,combat black,110.7,blue cat skin,exotic_2,62.4,deepsea orange,148.5,325.8
5120,5121,7840,happy,6.7,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,arrowhead,8.8,19.7
5121,5122,4853,face face,9.1,tanktop orange,7.7,blue cat skin,cool_2,5,unicorn horn,56.6,73.5
5122,5123,8942,angry cute,2.4,work blue,5.1,blue cat skin,cool_1,1.2,mohawk purple,5.6,14.2
