,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total,price,currency,dollar-price
3995,5434,5553,glasses funny,4.2,winter blue,46.6,blue cat skin,wild_1,1.9,arrowhead,8.8,61.4,5.0,ETH,14742.349999999999
3996,5435,9549,beard pirate,0.8,bandana green,4.4,blue cat skin,cool_2,5.0,mohawk purple,5.6,10.8,7.168,WETH,21134.63296
3997,5436,2829,ninja black,7.5,costume hotdog,108.3,blue cat skin,wild_2,4.2,headband red,6.6,126.6,8.595,WETH,25342.09965
3998,5437,2874,unamused,2.0,buttondown green,0.2,blue cat skin,wild_2,4.2,crown black,118.8,125.2,8.595,WETH,25342.09965
3999,5440,4305,angry cute,2.4,buttondown blue flannel,6.1,blue cat skin,wild_1,1.9,nurse,80.8,91.1,10.69,ETH,31519.144299999996
4000,5441,8806,double face,3.8,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,piercings,8.1,14.9,0.09,ETH,265.36229999999995
4001,5442,8628,ditto,0.0,buttondown blue flannel,6.1,blue cat skin,cool_2,5.0,wreath,9.5,15.6,1.4,ETH,4127.857999999999
4002,5443,1148,stunned,2.8,astro orange,115.7,blue cat skin,classy_2,9.4,cowboy black,66.7,194.7,0.005,ETH,14.74235
4003,5444,619,face face,9.1,epaulette red,106.0,blue cat skin,exotic_1,16.0,tvhead white,99.0,230.2,30.0,ETH,88454.09999999999
4004,5445,679,sunglasses yellow,8.5,epaulette white,118.3,blue cat skin,classy_2,9.4,top hat,88.4,224.7,1.39,ETH,4098.373299999999
4005,5446,2506,glasses funny,4.2,sweater pink,39.7,blue cat skin,classy_2,9.4,halo fire,85.2,138.5,1.749,ETH,5156.87403
4006,5447,2056,face face,9.1,epaulette red,106.0,blue cat skin,classy_1,6.2,cowboy brown,36.9,158.2,0.3,ETH,884.5409999999999
4007,5450,8609,owo,3.5,tanktop orange,7.7,blue cat skin,cool_1,1.2,mohawk green,3.3,15.7,5.75,ETH,16953.7025
4008,5451,4984,angry scar,6.3,bandana green,4.4,blue cat skin,wild_1,1.9,afro black,57.5,70.1,0.479,ETH,1412.31713
4009,5452,3364,ninja blue,4.5,tshirt white,53.8,blue cat skin,wild_1,1.9,cupcake,47.4,107.6,0.05,ETH,147.4235
4010,5453,2755,grin,5.4,chain,48.3,blue cat skin,wild_1,1.9,ninja red,74.0,129.5,1.79,ETH,5277.7613
4011,5454,6912,ninja black,7.5,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,bucket hat tan,3.7,46.1,8.5,ETH,25061.995
4012,5455,5746,shocked,7.5,tanktop sailor blue,41.8,blue cat skin,cool_2,5.0,wreath,9.5,58.8,6.5,ETH,19165.055
4013,5456,2666,unamused,2.0,sweater black,54.8,blue cat skin,wild_1,1.9,ninja red,74.0,132.7,8.99,ETH,26506.7453
4014,5457,6460,wink,7.7,sweater pink,39.7,blue cat skin,cool_2,5.0,headband blue,4.2,51.6,7.6,ETH,22408.371999999996
4015,5458,2674,rich,3.6,tshirt blue,32.5,blue cat skin,classy_1,6.2,helm biker,90.1,132.4,12.0,ETH,35381.64
4016,5459,4732,beard pirate,0.8,viking navy,68.4,blue cat skin,wild_2,4.2,candle,5.6,79.0,6.9,ETH,20344.443
4017,5460,9915,mononoke,4.5,buttondown green,0.2,blue cat skin,cool_2,5.0,hat white,5.0,4.7,4.6648,WETH,13754.022855999998
4018,5461,7963,angry cute,2.4,tanktop pink,5.9,blue cat skin,cool_1,1.2,wreath,9.5,18.9,8.9,WETH,26241.382999999998
4019,5462,8790,tired,5.9,shirt yellow,4.4,blue cat skin,cool_1,1.2,antlers,3.5,15.0,0.084,ETH,247.67148
4020,5463,2842,stunned,2.8,combat black,110.7,blue cat skin,wild_2,4.2,flower pink,8.4,126.0,0.06,ETH,176.9082
4021,5464,8747,pixel,5.6,work red,3.4,blue cat skin,cool_1,1.2,hat visor yellow,5.0,15.2,7.15,ETH,21081.5605
4022,5465,9355,rich,3.6,robe blue,0.4,blue cat skin,cool_2,5.0,piercings,8.1,12.2,0.02,ETH,58.9694
4023,5466,8724,sunglasses yellow,8.5,buttondown green,0.2,blue cat skin,cool_1,1.2,flower red,5.4,15.3,0.0249,ETH,73.41690299999999
4024,5467,3481,ninja black,7.5,tanktop pink,5.9,blue cat skin,wild_1,1.9,helm biker,90.1,105.3,0.02,ETH,58.9694
4025,5469,6349,ninja red,5.8,winter red,38.9,blue cat skin,cool_2,5.0,beanie red,7.9,52.6,1.25,ETH,3685.5874999999996
4026,5470,202,glasses funny,4.2,gown black,123.9,blue cat skin,exotic_2,62.4,astro cheeks,107.2,297.6,0.4,ETH,1179.388
4027,5471,4794,smirk,6.3,sweater orange,8.0,blue cat skin,cool_2,5.0,hat black,61.4,75.7,0.95,ETH,2801.0464999999995
4028,5472,8712,pixel,5.6,bandana purple,3.0,blue cat skin,cool_1,1.2,mohawk purple,5.6,15.3,7.35,ETH,21671.2545
4029,5473,3049,ditto,0.0,lederhosen,75.2,blue cat skin,classy_1,6.2,cowboy brown,36.9,118.2,0.2,ETH,589.694
4030,5474,5708,sunglasses blue,3.2,hoodie purple,6.4,blue cat skin,cool_2,5.0,pirate red,49.8,59.3,7.0,ETH,20639.289999999997
4031,5475,3732,angry cute,2.4,overalls red,84.5,blue cat skin,wild_1,1.9,beanie orange,12.8,101.5,7.5,ETH,22113.524999999998
4032,5476,1219,happy cute,8.9,gown black,123.9,blue cat skin,classy_1,6.2,hat visor blue,51.4,190.3,11.9375,WETH,35197.360625
4033,5477,2462,uwu,5.0,costume dragon,126.8,blue cat skin,wild_2,4.2,apple,4.0,140.0,0.1,ETH,294.847
4034,5478,8118,sunglasses yellow,8.5,robe red,5.1,blue cat skin,cool_1,1.2,mohawk green,3.3,18.1,0.6999,ETH,2063.634153
4035,5479,4163,shocked,7.5,tanktop white,3.9,blue cat skin,wild_1,1.9,nurse,80.8,94.0,8.98,ETH,26477.260599999998
4036,5480,7707,sunglasses pixel,5.8,work blue,5.1,blue cat skin,cool_2,5.0,flower blue,9.5,20.4,6.43,ETH,18958.662099999998
4037,5481,4087,dizzy,4.8,baseball blue,38.9,blue cat skin,wild_1,1.9,pirate red,49.8,95.4,4.89,ETH,14418.018299999998
4038,5482,6410,glasses,4.8,tanktop white,3.9,blue cat skin,cool_2,5.0,hat skull,43.2,51.9,1.95,ETH,5749.5165
4039,5483,3405,sunglasses cowboy,7.3,tanktop white,3.9,blue cat skin,wild_1,1.9,goggles seaweed,93.5,106.6,0.02,ETH,58.9694
4040,5484,8894,angry,3.5,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,bucket hat tan,3.7,14.5,4.3,ETH,12678.420999999998
4041,5485,1207,ninja red,5.8,gown black,123.9,blue cat skin,classy_1,6.2,sunhat white,55.7,191.4,16.8,ETH,49534.296
4042,5486,3010,beard pirate,0.8,tshirt green,7.7,blue cat skin,wild_2,4.2,helm bronze,107.2,119.9,7.7,WETH,22703.218999999997
4043,5488,8956,angry,3.5,tanktop white,3.9,blue cat skin,cool_1,1.2,candle,5.6,14.2,7.0,ETH,20639.289999999997
4044,5489,7565,pixel,5.6,robe red,5.1,blue cat skin,cool_1,1.2,wreath,9.5,21.4,0.0989,ETH,291.603683
4045,5490,6822,three eyes,1.6,winter red,38.9,blue cat skin,wild_1,1.9,hat visor yellow,5.0,47.4,7.777,ETH,22930.25119
4046,5492,4973,shocked,7.5,sweater black,54.8,blue cat skin,cool_2,5.0,beanie red,7.9,70.2,2.2,ETH,6486.634
4047,5493,9046,ninja blue,4.5,buttondown green,0.2,blue cat skin,cool_1,1.2,beanie red,7.9,13.8,5.2,ETH,15332.044
4048,5495,3815,glasses,4.8,winter blue,46.6,blue cat skin,wild_1,1.9,beret black,46.7,100.0,6.8664,WETH,20245.374407999996
4049,5496,6363,sunglasses cool,10.0,bandana red,0.6,blue cat skin,cool_2,5.0,sunhat tan,41.8,52.4,1.4931,ETH,4402.360557
4050,5497,4934,hearts,4.2,overalls pink,60.0,blue cat skin,wild_1,1.9,hat visor yellow,5.0,71.0,0.72,ETH,2122.8983999999996
4051,5498,1014,ninja blue,4.5,toga,41.8,blue cat skin,classy_1,6.2,costume dragon,148.5,201.0,1.8,WETH,5307.246
4052,5499,3828,sunglasses cowboy,7.3,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,sunhat white,55.7,99.7,1.39,ETH,4098.373299999999
4053,5500,5585,double face,3.8,buttondown tan,8.6,blue cat skin,wild_1,1.9,beret black,46.7,60.9,1.488,ETH,4387.323359999999
4054,5501,1140,shocked,7.5,knight leather,81.2,blue cat skin,classy_2,9.4,admiral,97.2,195.3,1.0,ETH,2948.47
4055,5502,6667,grin,5.4,winter red,38.9,blue cat skin,cool_2,5.0,hat visor yellow,5.0,49.3,0.11,ETH,324.33169999999996
4056,5503,4001,rich,3.6,bandana red,0.6,blue cat skin,wild_2,4.2,horns,88.4,96.8,15.0,ETH,44227.049999999996
4057,5504,7724,ninja red,5.8,tshirt green,7.7,blue cat skin,cool_1,1.2,mohawk purple,5.6,20.3,1.09,ETH,3213.8323
4058,5505,5381,wink,7.7,robe white,46.6,blue cat skin,cool_2,5.0,wreath,9.5,63.8,3.32,ETH,9788.920399999999
4059,5506,6007,sunglasses cowboy,7.3,buttondown red flannel,43.4,blue cat skin,cool_2,5.0,beret green,5.4,56.1,11.4,ETH,33612.558
4060,5507,4105,owo,3.5,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,beanie black,54.8,95.0,1.0,ETH,2948.47
4061,5508,559,happy cute,8.9,mononoke,129.8,blue cat skin,classy_2,9.4,top hat,88.4,236.6,8.888,ETH,26206.00136
4062,5509,1754,sunglasses heart,3.0,winter red,38.9,blue cat skin,classy_2,9.4,crown black,118.8,170.1,20.0,ETH,58969.399999999994
4063,5510,9850,ninja red,5.8,buttondown green,0.2,blue cat skin,cool_1,1.2,hat white,5.0,7.1,1.5,ETH,4422.705
4064,5511,3483,angry cute,2.4,tanktop sailor red,39.7,blue cat skin,wild_1,1.9,sushi,61.4,105.3,6.5,ETH,19165.055
4065,5512,2568,hearts,4.2,wetsuit,81.2,blue cat skin,wild_2,4.2,beret black,46.7,136.2,0.02,ETH,58.9694
4066,5514,1624,happy,6.7,viking brown,73.7,blue cat skin,classy_1,6.2,top hat,88.4,175.0,8.5,ETH,25061.995
4067,5515,7047,ninja blue,4.5,buttondown green,0.2,blue cat skin,cool_2,5.0,cowboy brown,36.9,41.6,14.75,ETH,43489.932499999995
4068,5516,8227,sunglasses yellow,8.5,tanktop white,3.9,blue cat skin,cool_1,1.2,apple,4.0,17.6,13.0,ETH,38330.11
4069,5517,6653,stunned,2.8,work red,3.4,blue cat skin,cool_2,5.0,hat skull,43.2,49.4,0.25,ETH,737.1175
4070,5518,5026,sunglasses cool,10.0,tshirt white,53.8,blue cat skin,cool_2,5.0,flower red,5.4,69.2,0.0889,ETH,262.118983
4071,5519,9880,three eyes,1.6,robe blue,0.4,blue cat skin,cool_2,5.0,apple,4.0,6.0,6.42,ETH,18929.177399999997
4072,5520,7946,sunglasses cowboy,7.3,tshirt pink,3.9,blue cat skin,cool_1,1.2,headband red,6.6,19.0,1.79,ETH,5277.7613
4073,5521,3963,three eyes,1.6,sweater green chain,86.2,blue cat skin,wild_2,4.2,candle,5.6,97.5,1.5,ETH,4422.705
4074,5522,8663,dizzy,4.8,overalls blue,0.0,blue cat skin,cool_1,1.2,wreath,9.5,15.5,2.7,ETH,7960.869
4075,5523,8285,dizzy,4.8,sweater orange,8.0,blue cat skin,cool_1,1.2,mohawk green,3.3,17.4,0.79,ETH,2329.2913
4076,5524,7241,tired,5.9,sweater orange,8.0,blue cat skin,cool_1,1.2,wreath,9.5,24.6,0.095,ETH,280.10465
4077,5525,8815,angry cute,2.4,sweater orange,8.0,blue cat skin,cool_1,1.2,mohawk green,3.3,14.9,7.75,ETH,22850.642499999998
4078,5526,4303,face face,9.1,sweater orange,8.0,blue cat skin,cool_2,5.0,ninja red,74.0,91.1,0.235,ETH,692.8904499999999
4079,5527,9338,happy,6.7,bandana green,4.4,blue cat skin,cool_1,1.2,hat white,5.0,12.3,1.254,ETH,3697.38138
4080,5528,404,angry scar,6.3,sweater green chain,86.2,blue cat skin,exotic_1,16.0,deepsea bronze,145.0,253.5,3.7,ETH,10909.339
4081,5529,6226,grin,5.4,winter red,38.9,blue cat skin,cool_2,5.0,flower blue,9.5,53.8,1.0,ETH,2948.47
4082,5531,5032,sunglasses cowboy,7.3,tshirt yellow,4.4,blue cat skin,cool_2,5.0,afro black,57.5,69.2,0.125,ETH,368.55875
4083,5532,1802,happy,6.7,nurse,115.7,blue cat skin,wild_2,4.2,sunhat tan,41.8,168.4,0.02,ETH,58.9694
4084,5533,5012,tired,5.9,tshirt red,5.1,blue cat skin,cool_2,5.0,mullet blonde,58.5,69.5,7.99,ETH,23558.275299999998
4085,5534,5680,angry cute,2.4,work red,3.4,blue cat skin,cool_2,5.0,sunhat black,53.9,59.7,0.02,ETH,58.9694
4086,5535,6735,rich,3.6,ninja blue,34.9,blue cat skin,wild_1,1.9,piercings,8.1,48.6,12.75,ETH,37592.9925
4087,5536,5196,sunglasses yellow,8.5,work red,3.4,blue cat skin,cool_2,5.0,beanie black,54.8,66.7,12.8925,WETH,38013.149475
4088,5537,2312,ninja blue,4.5,cowboy brown,123.9,blue cat skin,wild_2,4.2,beanie orange,12.8,145.3,0.2,ETH,589.694
4089,5538,5640,ninja blue,4.5,shirt yellow,4.4,blue cat skin,cool_2,5.0,ninja blue,51.4,60.3,9.426,ETH,27792.27822
4090,5539,9108,mummy,0.7,bandana green,4.4,blue cat skin,cool_2,5.0,flower pink,8.4,13.4,0.99,ETH,2918.9853
4091,5540,3692,ninja blue,4.5,tanktop sailor blue,41.8,blue cat skin,wild_1,1.9,sunhat black,53.9,102.1,0.1,ETH,294.847
4092,5541,7706,sunglasses cool,10.0,tanktop pink,5.9,blue cat skin,cool_1,1.2,mohawk green,3.3,20.4,0.5,ETH,1474.235
4093,5542,643,sunglasses blue,3.2,pirate black,69.7,blue cat skin,classy_2,9.4,deepsea bronze,145.0,227.3,13.7,ETH,40394.039
4094,5543,6858,glasses,4.8,tshirt red,5.1,blue cat skin,cool_2,5.0,cowboy brown,36.9,46.9,6.99,ETH,20609.8053
4095,5544,671,mononoke,4.5,pirate red,97.4,blue cat skin,exotic_1,16.0,astro cheeks,107.2,225.1,4.0,ETH,11793.88
4096,5545,8584,hearts,4.2,tanktop white,3.9,blue cat skin,cool_1,1.2,headband red,6.6,15.9,7.45,ETH,21966.1015
4097,5546,6324,beard tan,10.2,ninja red,37.6,blue cat skin,cool_2,5.0,hat visor yellow,5.0,52.8,9.02,ETH,26595.199399999998
4098,5547,3631,hearts,4.2,shirt bowtie,40.4,blue cat skin,wild_1,1.9,unicorn horn,56.6,103.0,8.88,ETH,26182.4136
4099,5548,7741,dizzy,4.8,buttondown tan,8.6,blue cat skin,cool_1,1.2,mohawk purple,5.6,20.2,5.77,ETH,17012.671899999998
4100,5549,2402,mummy,0.7,hoodie red,79.7,blue cat skin,classy_1,6.2,sunhat white,55.7,142.2,10.99,ETH,32403.685299999997
4101,5550,4590,wink,7.7,tanktop pink,5.9,blue cat skin,wild_1,1.9,ninja black,69.0,84.5,8.0,ETH,23587.76
4102,5551,2655,shocked,7.5,overalls yellow,60.0,blue cat skin,wild_2,4.2,hat black,61.4,133.1,5.0,ETH,14742.349999999999
4103,5552,3997,grin,5.4,ninja blue,34.9,blue cat skin,wild_1,1.9,beanie black,54.8,97.0,6.9,ETH,20344.443
4104,5553,1508,happy cute,8.9,knight,87.9,blue cat skin,classy_1,6.2,tvhead grey,76.6,179.6,10.0,ETH,29484.699999999997
4105,5554,5178,angry cute,2.4,work blue,5.1,blue cat skin,cool_2,5.0,beanie blue,59.4,66.9,6.8,ETH,20049.595999999998
4106,5555,5228,happy,6.7,robe white,46.6,blue cat skin,cool_2,5.0,beanie orange,12.8,66.1,0.89,ETH,2624.1383
4107,5556,7109,tired,5.9,sweater orange,8.0,blue cat skin,cool_1,1.2,beanie orange,12.8,27.9,1.1,ETH,3243.317
4108,5558,840,angry,3.5,knight leather,81.2,blue cat skin,classy_2,9.4,crown gold,118.8,212.9,17.99,ETH,53042.97529999999
4109,5559,3166,angry,3.5,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,cowboy black,66.7,114.0,0.005,ETH,14.74235
4110,5560,9834,unamused,2.0,buttondown green,0.2,blue cat skin,cool_1,1.2,apple,4.0,7.5,3.98,ETH,11734.9106
4111,5561,9825,owo,3.5,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,hat white,5.0,7.6,0.12,ETH,353.8164
4112,5562,8605,tired,5.9,bandana green,4.4,blue cat skin,cool_1,1.2,headband blue,4.2,15.7,0.95,ETH,2801.0464999999995
4113,5563,2794,sunglasses cool,10.0,sweater black,54.8,blue cat skin,wild_1,1.9,sushi,61.4,128.1,9.99,ETH,29455.2153
4114,5564,8067,beard brown,5.4,tshirt pink,3.9,blue cat skin,cool_1,1.2,beanie red,7.9,18.4,5.75,ETH,16953.7025
4115,5565,6337,ninja blue,4.5,hoodie purple,6.4,blue cat skin,cool_2,5.0,sunhat tan,41.8,52.7,1.77,ETH,5218.791899999999
4116,5566,9171,beard pirate,0.8,tshirt yellow,4.4,blue cat skin,cool_2,5.0,beanie red,7.9,13.1,6.685,WETH,19710.52195
4117,5567,5930,zombie,1.1,overalls blue,0.0,blue cat skin,wild_1,1.9,sunhat black,53.9,56.9,0.6,ETH,1769.0819999999999
4118,5570,1927,stunned,2.8,viking brown,73.7,blue cat skin,classy_1,6.2,nurse,80.8,163.5,7.0,WETH,20639.289999999997
4119,5571,3756,sunglasses pixel,5.8,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,ninja blue,51.4,100.9,7.0,ETH,20639.289999999997
4120,5574,8600,angry,3.5,bandana purple,3.0,blue cat skin,cool_1,1.2,piercings,8.1,15.8,8.5,ETH,25061.995
4121,5576,9782,ditto,0.0,tshirt yellow,4.4,blue cat skin,cool_2,5.0,apple,4.0,8.4,10.2,ETH,30074.393999999997
4122,5577,6787,uwu,5.0,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,beanie red,7.9,47.9,0.02,ETH,58.9694
4123,5578,6850,mummy,0.7,tshirt metal,41.1,blue cat skin,wild_1,1.9,mohawk green,3.3,47.0,0.1099,ETH,324.03685299999995
4124,5579,5051,smirk,6.3,tshirt white,53.8,blue cat skin,cool_2,5.0,arrowhead,8.8,68.9,1.595,ETH,4702.809649999999
4125,5583,3765,beard tan,10.2,overalls red,84.5,blue cat skin,wild_1,1.9,headband blue,4.2,100.8,9.3,ETH,27420.771
4126,5584,5933,rich,3.6,tanktop sailor blue,41.8,blue cat skin,wild_1,1.9,wreath,9.5,56.9,11.9,ETH,35086.793
4127,5585,6436,beard pirate,0.8,tanktop pink,5.9,blue cat skin,wild_1,1.9,hat skull,43.2,51.7,2.97,ETH,8756.9559
4128,5586,6599,mononoke,4.5,bandana red,0.6,blue cat skin,wild_1,1.9,hat skull,43.2,50.1,12.5,ETH,36855.875
4129,5587,3440,angry scar,6.3,winter red,38.9,blue cat skin,wild_2,4.2,unicorn horn,56.6,106.0,1.45,ETH,4275.281499999999
4130,5588,5315,sunglasses yellow,8.5,sweater orange,8.0,blue cat skin,cool_2,5.0,afro brown,48.2,64.7,0.022,ETH,64.86634
4131,5589,4337,happy,6.7,robe red,5.1,blue cat skin,wild_1,1.9,tvhead grey,76.6,90.3,10.0,WETH,29484.699999999997
4132,5590,7278,beard tan,10.2,work red,3.4,blue cat skin,cool_1,1.2,beret red,9.3,24.1,0.69,ETH,2034.4442999999997
4133,5591,8669,ninja red,5.8,bandana purple,3.0,blue cat skin,cool_1,1.2,candle,5.6,15.5,9.25,ETH,27273.3475
4134,5592,2744,mononoke,4.5,hoodie black,42.6,blue cat skin,classy_1,6.2,bow,76.6,129.8,8.4,ETH,24767.148
4135,5595,8123,dizzy,4.8,buttondown tan,8.6,blue cat skin,cool_1,1.2,antlers,3.5,18.1,7.5,ETH,22113.524999999998
4136,5596,5677,unamused,2.0,buttondown green,0.2,blue cat skin,cool_2,5.0,mullet brown,57.5,59.8,0.789,ETH,2326.34283
4137,5597,5992,sunglasses cowboy,7.3,bandana green,4.4,blue cat skin,cool_2,5.0,mohawk red,44.5,56.2,1.45,ETH,4275.281499999999
4138,5598,4614,happy,6.7,pirate black,69.7,blue cat skin,wild_1,1.9,mohawk purple,5.6,83.8,6.0,ETH,17690.82
4139,5599,4878,face face,9.1,tanktop pink,5.9,blue cat skin,cool_2,5.0,mullet brown,57.5,72.5,0.12,ETH,353.8164
4140,5600,1609,hearts,4.2,cowboy black,84.5,blue cat skin,classy_1,6.2,nurse,80.8,175.6,0.89,ETH,2624.1383
4141,5601,888,beard pirate,0.8,astro black,115.7,blue cat skin,exotic_1,16.0,bow,76.6,209.1,0.44,ETH,1297.3267999999998
4142,5602,8296,pixel,5.6,work blue,5.1,blue cat skin,cool_1,1.2,flower red,5.4,17.3,11.59,ETH,34172.7673
4143,5603,8443,shocked,7.5,shirt yellow,4.4,blue cat skin,cool_1,1.2,antlers,3.5,16.5,5.8,ETH,17101.125999999997
4144,5604,3884,happy,6.7,overalls flannel,35.6,blue cat skin,wild_1,1.9,bucket hat white,54.8,98.9,8.0,ETH,23587.76
4145,5605,8004,sunglasses squad,9.1,tanktop pink,5.9,blue cat skin,cool_2,5.0,bucket hat tan,3.7,18.7,0.02,ETH,58.9694
4146,5606,2507,glasses,4.8,wetsuit,81.2,blue cat skin,wild_2,4.2,afro brown,48.2,138.4,14.888,ETH,43896.821359999994
4147,5607,2820,angry scar,6.3,hoodie black,42.6,blue cat skin,wild_2,4.2,ninja red,74.0,127.0,9.0429,WETH,26662.719362999997
4148,5608,842,mummy,0.7,epaulette red,106.0,blue cat skin,exotic_1,16.0,halo,90.1,212.8,9.478,ETH,27945.598659999996
4149,5609,5875,face face,9.1,chain,48.3,blue cat skin,cool_2,5.0,hat white,5.0,57.4,8.1,ETH,23882.606999999996
4150,5610,4435,sunglasses cowboy,7.3,pirate black,69.7,blue cat skin,wild_1,1.9,wreath,9.5,88.3,9.0,ETH,26536.23
4151,5611,6648,mummy,0.7,buttondown green,0.2,blue cat skin,wild_1,1.9,beret black,46.7,49.5,5.2,WETH,15332.044
4152,5612,8955,owo,3.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,candle,5.6,14.2,4.2,ETH,12383.574
4153,5613,750,sunglasses cool,10.0,cowboy brown,123.9,blue cat skin,classy_2,9.4,bow,76.6,219.9,0.4,WETH,1179.388
4154,5614,5612,dizzy,4.8,bandana green,4.4,blue cat skin,cool_2,5.0,ninja blue,51.4,60.6,10.75,ETH,31696.052499999998
4155,5615,8813,sunglasses cool,10.0,overalls blue,0.0,blue cat skin,cool_1,1.2,bucket hat tan,3.7,14.9,0.02,ETH,58.9694
4156,5616,9714,ditto,0.0,shirt yellow,4.4,blue cat skin,cool_2,5.0,hat visor yellow,5.0,9.4,0.15,ETH,442.27049999999997
4157,5617,2620,ninja black,7.5,tiger,113.2,blue cat skin,wild_2,4.2,wreath,9.5,134.3,0.25,ETH,737.1175
4158,5618,9120,hearts,4.2,shirt yellow,4.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,13.4,9.0,ETH,26536.23
4159,5620,9707,dizzy,4.8,work red,3.4,blue cat skin,cool_1,1.2,hat white,5.0,9.5,11.9,ETH,35086.793
4160,5621,8907,sunglasses heart,3.0,tanktop orange,7.7,blue cat skin,cool_2,5.0,bucket hat tan,3.7,14.4,5.64,ETH,16629.370799999997
4161,5622,9008,derp,3.5,overalls blue,0.0,blue cat skin,cool_1,1.2,beret red,9.3,13.9,3.4692,ETH,10228.832123999999
4162,5623,3151,derp,3.5,tanktop white,3.9,blue cat skin,wild_2,4.2,tvhead purple,103.0,114.5,0.02,ETH,58.9694
4163,5624,8063,zombie,1.1,tanktop orange,7.7,blue cat skin,cool_2,5.0,flower blue,9.5,18.4,7.12,ETH,20993.1064
4164,5625,7865,grin,5.4,buttondown green,0.2,blue cat skin,cool_1,1.2,beanie orange,12.8,19.5,2.5,ETH,7371.174999999999
4165,5626,144,zombie,1.1,epaulette red,106.0,blue cat skin,exotic_2,62.4,knight black,152.1,321.7,40.0,ETH,117938.79999999999
4166,5627,4815,beard tan,10.2,work blue,5.1,blue cat skin,cool_2,5.0,beanie blue,59.4,74.8,1.9,ETH,5602.092999999999
4167,5628,4615,ninja black,7.5,ninja red,37.6,blue cat skin,wild_1,1.9,cowboy brown,36.9,83.8,0.03,ETH,88.4541
4168,5629,5769,sunglasses cowboy,7.3,toga,41.8,blue cat skin,cool_2,5.0,flower blue,9.5,58.6,12.95,ETH,38182.686499999996
4169,5630,9562,ditto,0.0,robe red,5.1,blue cat skin,cool_2,5.0,mohawk purple,5.6,10.7,0.03,ETH,88.4541
4170,5631,7232,smirk,6.3,tshirt yellow,4.4,blue cat skin,cool_1,1.2,beanie orange,12.8,24.7,0.03,ETH,88.4541
4171,5632,2524,derp,3.5,tshirt white,53.8,blue cat skin,wild_2,4.2,prince,76.6,138.0,15.0,ETH,44227.049999999996
4172,5633,7983,angry scar,6.3,tshirt yellow,4.4,blue cat skin,cool_2,5.0,piercings,8.1,18.8,0.649,ETH,1913.55703
4173,5634,7510,rich,3.6,buttondown tan,8.6,blue cat skin,cool_2,5.0,flower blue,9.5,21.7,0.6,ETH,1769.0819999999999
4174,5636,4856,shocked,7.5,overalls yellow,60.0,blue cat skin,wild_1,1.9,apple,4.0,73.4,0.08,ETH,235.8776
4175,5637,8537,double face,3.8,tshirt yellow,4.4,blue cat skin,cool_2,5.0,beanie red,7.9,16.1,0.069,ETH,203.44443
4176,5638,2021,sunglasses cowboy,7.3,epaulette black,101.6,blue cat skin,wild_2,4.2,beret pink,46.7,159.7,7.2,ETH,21228.984
4177,5639,2758,shocked,7.5,tshirt metal,41.1,blue cat skin,wild_2,4.2,bow,76.6,129.3,1.3,ETH,3833.011
4178,5640,3943,smirk,6.3,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,beanie black,54.8,97.9,10.49,ETH,30929.450299999997
4179,5641,5954,glasses funny,4.2,tanktop white,3.9,blue cat skin,wild_1,1.9,beret pink,46.7,56.6,5.8,ETH,17101.125999999997
4180,5642,7082,beard tan,10.2,sweater orange,8.0,blue cat skin,cool_1,1.2,beanie orange,12.8,32.2,1.31,ETH,3862.4957
4181,5643,5449,sunglasses squad,9.1,chain,48.3,blue cat skin,wild_1,1.9,antlers,3.5,62.8,1.88,ETH,5543.123599999999
4182,5644,4482,rich,3.6,tanktop sailor black,42.6,blue cat skin,wild_2,4.2,cowboy brown,36.9,87.3,0.05,ETH,147.4235
4183,5645,7996,sunglasses heart,3.0,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,beanie orange,12.8,18.8,0.78,ETH,2299.8066
4184,5647,8586,dizzy,4.8,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,bucket hat tan,3.7,15.8,0.65,ETH,1916.5055
4185,5648,932,grin,5.4,wetsuit,81.2,blue cat skin,classy_1,6.2,dutch,113.9,206.7,1.5,ETH,4422.705
4186,5649,3685,sunglasses cool,10.0,buttondown green,0.2,blue cat skin,wild_1,1.9,helm biker,90.1,102.2,0.02,ETH,58.9694
4187,5650,7603,angry cute,2.4,sweater orange,8.0,blue cat skin,cool_1,1.2,wreath,9.5,21.0,0.09,ETH,265.36229999999995
4188,5651,1031,sunglasses cool,10.0,knight black,139.5,blue cat skin,classy_1,6.2,mohawk red,44.5,200.2,5.0,ETH,14742.349999999999
