,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total,price,currency,dollar-price
3801,5171,7669,happy cute,8.9,robe red,5.1,blue cat skin,cool_1,1.2,flower red,5.4,20.6,8.329,ETH,24557.80663
3802,5172,2084,tired,5.9,ninja red,37.6,blue cat skin,classy_1,6.2,visor purple,107.2,156.8,10.97,ETH,32344.7159
3803,5174,1068,owo,3.5,gown white,95.4,blue cat skin,classy_1,6.2,goggles seaweed,93.5,198.6,10.0,ETH,29484.699999999997
3804,5175,112,sunglasses heart,3.0,gown black,123.9,blue cat skin,exotic_2,62.4,knight black,152.1,341.4,57.5,ETH,169537.025
3805,5176,6442,dizzy,4.8,hoodie black,42.6,blue cat skin,cool_2,5.0,headband blue,4.2,51.7,1.4,ETH,4127.857999999999
3806,5177,9468,ditto,0.0,sweater orange,8.0,blue cat skin,cool_2,5.0,antlers,3.5,11.5,0.77,ETH,2270.3219
3807,5178,5709,ninja black,7.5,tshirt red,5.1,blue cat skin,cool_2,5.0,beret pink,46.7,59.3,4.5999,ETH,13562.667152999999
3808,5179,4353,uwu,5.0,overalls flannel,35.6,blue cat skin,wild_1,1.9,cupcake,47.4,89.9,0.7391,ETH,2179.214177
3809,5181,9904,derp,3.5,bandana red,0.6,blue cat skin,cool_1,1.2,hat white,5.0,5.3,0.438,ETH,1291.42986
3810,5182,6069,sunglasses cool,10.0,tshirt metal,41.1,blue cat skin,cool_2,5.0,headband blue,4.2,55.4,2.0,WETH,5896.94
3811,5183,2005,sunglasses blue,3.2,epaulette black,101.6,blue cat skin,wild_2,4.2,hat visor blue,51.4,160.2,17.1805,WETH,50656.18883499999
3812,5184,1932,hearts,4.2,sweater green chain,86.2,blue cat skin,classy_1,6.2,cowboy black,66.7,163.2,11.99,ETH,35352.1553
3813,5185,2797,owo,3.5,baseball red,47.4,blue cat skin,wild_1,1.9,wreath flowers,75.2,128.0,12.99,ETH,38300.6253
3814,5191,6532,sunglasses cool,10.0,ninja red,37.6,blue cat skin,cool_2,5.0,mohawk green,3.3,50.9,6.0,ETH,17690.82
3815,5192,3315,stunned,2.8,robe white,46.6,blue cat skin,wild_1,1.9,afro black,57.5,108.8,0.05,ETH,147.4235
3816,5193,3163,shocked,7.5,work red,3.4,blue cat skin,wild_2,4.2,tvhead white,99.0,114.1,4.99,ETH,14712.8653
3817,5194,1628,angry scar,6.3,shirt bowtie,40.4,blue cat skin,classy_2,9.4,crown gold,118.8,174.9,24.95,ETH,73564.3265
3818,5195,9091,sunglasses yellow,8.5,robe blue,0.4,blue cat skin,cool_1,1.2,antlers,3.5,13.6,0.66,ETH,1945.9902
3819,5196,7546,hearts,4.2,sweater orange,8.0,blue cat skin,cool_1,1.2,piercings,8.1,21.5,9.5,ETH,28010.464999999997
3820,5198,8624,uwu,5.0,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,mohawk green,3.3,15.7,8.14,ETH,24000.5458
3821,5203,2544,beard brown,5.4,wetsuit,81.2,blue cat skin,classy_1,6.2,visor green,44.5,137.3,0.8,WETH,2358.776
3822,5204,5929,happy,6.7,tanktop sailor blue,41.8,blue cat skin,cool_2,5.0,flower pink,8.4,56.9,6.999,ETH,20636.341529999998
3823,5205,3780,face face,9.1,ninja blue,34.9,blue cat skin,wild_1,1.9,helm army,54.8,100.7,14.0,ETH,41278.579999999994
3824,5207,6743,sunglasses blue,3.2,shirt bowtie,40.4,blue cat skin,cool_2,5.0,hat visor yellow,5.0,48.5,0.12,ETH,353.8164
3825,5208,3901,mummy,0.7,overalls red,84.5,blue cat skin,wild_2,4.2,beret red,9.3,98.6,0.69,ETH,2034.4442999999997
3826,5209,853,mononoke,4.5,overalls red,84.5,blue cat skin,exotic_1,16.0,visor purple,107.2,212.1,2.0,ETH,5896.94
3827,5211,8023,angry,3.5,robe red,5.1,blue cat skin,cool_1,1.2,arrowhead,8.8,18.6,5.25,ETH,15479.467499999999
3828,5212,4733,grin,5.4,viking navy,68.4,blue cat skin,wild_1,1.9,mohawk green,3.3,78.9,4.2,ETH,12383.574
3829,5213,9079,rich,3.6,tshirt yellow,4.4,blue cat skin,cool_2,5.0,mohawk purple,5.6,13.6,1.7,WETH,5012.398999999999
3830,5214,1530,wink,7.7,wetsuit,81.2,blue cat skin,classy_1,6.2,pirate black,83.7,178.8,0.005,ETH,14.74235
3831,5215,6461,smirk,6.3,sweater pink,39.7,blue cat skin,cool_2,5.0,mohawk purple,5.6,51.6,0.005,ETH,14.74235
3832,5216,943,zombie,1.1,robe white,46.6,blue cat skin,classy_2,9.4,costume frog,148.5,205.7,0.69,ETH,2034.4442999999997
3833,5217,2632,beard brown,5.4,knight leather,81.2,blue cat skin,wild_2,4.2,hat skull,43.2,133.9,7.7,ETH,22703.218999999997
3834,5218,2268,glasses funny,4.2,hoodie red,79.7,blue cat skin,classy_1,6.2,mullet brown,57.5,147.5,1.05,ETH,3095.8935
3835,5219,5125,grin,5.4,tshirt green,7.7,blue cat skin,cool_2,5.0,bucket hat white,54.8,67.9,8.999,ETH,26533.28153
3836,5221,1730,mononoke,4.5,viking navy,68.4,blue cat skin,classy_2,9.4,top hat,88.4,170.7,1.33,ETH,3921.4651
3837,5222,5258,beard tan,10.2,tshirt green,7.7,blue cat skin,cool_2,5.0,cupcake,47.4,65.4,0.095,ETH,280.10465
3838,5223,9323,hearts,4.2,bandana purple,3.0,blue cat skin,cool_1,1.2,apple,4.0,12.4,4.99,ETH,14712.8653
3839,5224,7858,ninja blue,4.5,bandana green,4.4,blue cat skin,cool_1,1.2,flower blue,9.5,19.6,3.39,ETH,9995.3133
3840,5226,4834,shocked,7.5,robe red,5.1,blue cat skin,cool_2,5.0,sushi,61.4,74.0,8.69,ETH,25622.204299999998
3841,5227,4559,ninja red,5.8,bandana green,4.4,blue cat skin,cool_2,5.0,wreath flowers,75.2,85.4,8.49,ETH,25032.510299999998
3842,5228,1567,sunglasses heart,3.0,ninja black,84.5,blue cat skin,classy_2,9.4,nurse,80.8,177.7,10.0,WETH,29484.699999999997
3843,5229,1038,hearts,4.2,astro orange,115.7,blue cat skin,classy_1,6.2,ninja red,74.0,200.0,1.25,ETH,3685.5874999999996
3844,5230,5740,dizzy,4.8,tanktop pink,5.9,blue cat skin,cool_2,5.0,afro brown,48.2,58.9,5.65,ETH,16658.8555
3845,5231,8412,stunned,2.8,work red,3.4,blue cat skin,cool_1,1.2,beret red,9.3,16.7,6.299,ETH,18572.41253
3846,5232,3730,sunglasses blue,3.2,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,goggles seaweed,93.5,101.5,3.0,ETH,8845.41
3847,5233,1350,zombie,1.1,gown purple,86.2,blue cat skin,classy_2,9.4,horns,88.4,185.2,1.0,ETH,2948.47
3848,5234,4369,glasses,4.8,tanktop sailor red,39.7,blue cat skin,wild_1,1.9,hat skull,43.2,89.5,11.0,WETH,32433.17
3849,5235,1751,double face,3.8,knight,87.9,blue cat skin,classy_2,9.4,knight red,69.0,170.2,0.33,ETH,972.9951
3850,5236,6005,sunglasses yellow,8.5,sweater pink,39.7,blue cat skin,cool_2,5.0,beanie red,7.9,56.1,9.6942,ETH,28583.057874
3851,5237,2468,wink,7.7,gown purple,86.2,blue cat skin,wild_2,4.2,sunhat tan,41.8,139.8,0.139,ETH,409.83733
3852,5238,5337,tired,5.9,sweater black,54.8,blue cat skin,cool_2,5.0,bucket hat tan,3.7,64.4,6.4,ETH,18870.208
3853,5239,5124,ninja red,5.8,tshirt white,53.8,blue cat skin,cool_2,5.0,flower pink,8.4,67.9,9.9,ETH,29189.853
3854,5240,2699,double face,3.8,viking brown,73.7,blue cat skin,classy_2,9.4,visor green,44.5,131.5,18.0,ETH,53072.46
3855,5241,2306,pixel,5.6,baseball red,47.4,blue cat skin,wild_2,4.2,horns,88.4,145.6,1.7,WETH,5012.398999999999
3856,5242,261,unamused,2.0,costume frog,113.2,blue cat skin,exotic_1,16.0,knight black,152.1,283.3,0.59,ETH,1739.5972999999997
3857,5243,5990,derp,3.5,bandana purple,3.0,blue cat skin,cool_2,5.0,pirate red,49.8,56.2,7.19,ETH,21199.4993
3858,5244,6790,ninja blue,4.5,buttondown green,0.2,blue cat skin,cool_2,5.0,hat skull,43.2,47.9,9.5,ETH,28010.464999999997
3859,5245,1697,sunglasses cowboy,7.3,sweater pink,39.7,blue cat skin,classy_1,6.2,admiral pink,118.8,171.9,0.089,ETH,262.41382999999996
3860,5247,1851,tired,5.9,tanktop sailor black,42.6,blue cat skin,wild_2,4.2,helm silver,113.9,166.6,7.15,ETH,21081.5605
3861,5248,7708,sunglasses pixel,5.8,robe red,5.1,blue cat skin,cool_2,5.0,wreath,9.5,20.4,10.85,ETH,31990.899499999996
3862,5249,1810,beard pirate,0.8,tiger,113.2,blue cat skin,classy_2,9.4,mohawk red,44.5,168.0,14.0,ETH,41278.579999999994
3863,5253,3740,ninja blue,4.5,tshirt metal,41.1,blue cat skin,wild_1,1.9,sunhat black,53.9,101.4,12.2,ETH,35971.333999999995
3864,5254,4593,rich,3.6,overalls blue,0.0,blue cat skin,wild_2,4.2,prince,76.6,84.4,10.95,ETH,32285.746499999997
3865,5255,9144,face face,9.1,bandana purple,3.0,blue cat skin,cool_1,1.2,hat white,5.0,13.3,8.5,ETH,25061.995
3866,5256,658,double face,3.8,mononoke,129.8,blue cat skin,exotic_1,16.0,bow,76.6,226.2,2.7,WETH,7960.869
3867,5257,6122,happy cute,8.9,tanktop sailor blue,41.8,blue cat skin,cool_2,5.0,apple,4.0,54.8,7.13,ETH,21022.591099999998
3868,5260,7106,smirk,6.3,tanktop orange,7.7,blue cat skin,cool_1,1.2,beanie orange,12.8,28.0,6.4,ETH,18870.208
3869,5261,6264,smirk,6.3,ninja red,37.6,blue cat skin,cool_2,5.0,wreath,9.5,53.4,0.069,ETH,203.44443
3870,5263,4967,tired,5.9,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,sushi,61.4,70.3,0.07,WETH,206.3929
3871,5264,2189,angry scar,6.3,ninja black,84.5,blue cat skin,classy_1,6.2,helm army,54.8,151.7,1.45,ETH,4275.281499999999
3872,5266,4775,double face,3.8,overalls pink,60.0,blue cat skin,wild_2,4.2,arrowhead,8.8,76.8,15.0,ETH,44227.049999999996
3873,5267,4657,hearts,4.2,tshirt yellow,4.4,blue cat skin,cool_2,5.0,ninja red,74.0,82.5,7.0,ETH,20639.289999999997
3874,5268,1564,grin,5.4,baseball red,47.4,blue cat skin,classy_1,6.2,crown black,118.8,177.8,2.0,ETH,5896.94
3875,5270,4906,angry scar,6.3,tshirt red,5.1,blue cat skin,wild_1,1.9,mullet blonde,58.5,71.7,1.2,ETH,3538.1639999999998
3876,5271,900,sunglasses pixel,5.8,epaulette red,106.0,blue cat skin,exotic_1,16.0,nurse,80.8,208.5,12.0,WETH,35381.64
3877,5272,3922,smirk,6.3,hoodie black,42.6,blue cat skin,wild_1,1.9,cupcake,47.4,98.2,8.9111,ETH,26274.111016999996
3878,5273,4184,ditto,0.0,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,cupcake,47.4,93.4,0.88,ETH,2594.6535999999996
3879,5274,4564,dizzy,4.8,tshirt red,5.1,blue cat skin,cool_2,5.0,wreath flowers,75.2,85.2,6.425,ETH,18943.919749999997
3880,5275,4785,ditto,0.0,robe blue,0.4,blue cat skin,wild_1,1.9,ninja red,74.0,76.2,7.49,ETH,22084.0403
3881,5276,7166,sunglasses cool,10.0,tshirt red,5.1,blue cat skin,cool_1,1.2,wreath,9.5,25.8,0.15,ETH,442.27049999999997
3882,5277,2121,zombie,1.1,sweater green chain,86.2,blue cat skin,classy_1,6.2,hat black,61.4,154.9,1.4,ETH,4127.857999999999
3883,5278,6063,sunglasses yellow,8.5,buttondown green,0.2,blue cat skin,cool_2,5.0,beret black,46.7,55.4,7.0,ETH,20639.289999999997
3884,5279,7376,wink,7.7,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,beanie red,7.9,22.9,1.49,ETH,4393.2203
3885,5280,6,demon,3275.3,demon,3267.8,blue cat skin,exotic_2,62.4,demon,3273.4,9878.8,80.0,ETH,235877.59999999998
3886,5282,9373,mononoke,4.5,tshirt pink,3.9,blue cat skin,cool_2,5.0,bucket hat tan,3.7,12.1,5.49,ETH,16187.1003
3887,5289,5152,hearts,4.2,tshirt white,53.8,blue cat skin,cool_2,5.0,wreath,9.5,67.5,1.25,ETH,3685.5874999999996
3888,5290,4802,beard tan,10.2,overalls pink,60.0,blue cat skin,wild_1,1.9,mohawk green,3.3,75.4,5.9,ETH,17395.972999999998
3889,5291,7950,dizzy,4.8,work red,3.4,blue cat skin,cool_1,1.2,wreath,9.5,19.0,12.87,ETH,37946.808899999996
3890,5292,8922,happy cute,8.9,overalls blue,0.0,blue cat skin,cool_1,1.2,headband blue,4.2,14.3,0.25,ETH,737.1175
3891,5293,160,double face,3.8,mononoke,129.8,blue cat skin,exotic_2,62.4,crown gold,118.8,314.8,23.99,ETH,70733.79529999998
3892,5294,6398,grin,5.4,work red,3.4,blue cat skin,cool_2,5.0,hat skull,43.2,52.0,10.0,ETH,29484.699999999997
3893,5298,9402,glasses funny,4.2,tshirt yellow,4.4,blue cat skin,cool_2,5.0,mohawk green,3.3,11.9,8.9,ETH,26241.382999999998
3894,5300,5546,pixel,5.6,tanktop orange,7.7,blue cat skin,cool_2,5.0,afro brown,48.2,61.5,13.5,ETH,39804.344999999994
3895,5301,1376,three eyes,1.6,astro orange,115.7,blue cat skin,classy_2,9.4,mullet brown,57.5,184.2,16.9035,WETH,49839.462645
3896,5304,5854,beard tan,10.2,toga,41.8,blue cat skin,cool_2,5.0,mohawk purple,5.6,57.7,8.2,ETH,24177.453999999998
3897,5306,4686,mononoke,4.5,overalls flannel,35.6,blue cat skin,wild_2,4.2,cowboy brown,36.9,81.1,0.1,ETH,294.847
3898,5307,4138,angry,3.5,knight leather,81.2,blue cat skin,wild_1,1.9,beanie red,7.9,94.5,11.87,ETH,34998.338899999995
3899,5308,8190,happy,6.7,tanktop pink,5.9,blue cat skin,cool_1,1.2,apple,4.0,17.8,3.89,ETH,11469.5483
3900,5309,7029,owo,3.5,winter red,38.9,blue cat skin,cool_2,5.0,hat white,5.0,42.4,15.4,ETH,45406.437999999995
3901,5310,7479,owo,3.5,shirt white,10.6,blue cat skin,cool_1,1.2,headband red,6.6,21.9,0.4,ETH,1179.388
3902,5311,8301,wink,7.7,bandana purple,3.0,blue cat skin,cool_1,1.2,flower red,5.4,17.2,0.5,ETH,1474.235
3903,5312,3022,three eyes,1.6,hoodie black,42.6,blue cat skin,classy_1,6.2,knight red,69.0,119.4,0.02,ETH,58.9694
3904,5313,8758,angry scar,6.3,work red,3.4,blue cat skin,cool_2,5.0,beret green,5.4,15.2,0.03,ETH,88.4541
3905,5314,7626,grin,5.4,shirt white,10.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,20.9,8.35,ETH,24619.724499999997
3906,5315,2824,sunglasses pixel,5.8,buttondown black flannel,3.0,blue cat skin,wild_2,4.2,helm silver,113.9,126.8,0.038,ETH,112.04185999999999
3907,5317,4904,ninja black,7.5,tshirt green,7.7,blue cat skin,cool_2,5.0,unicorn horn,56.6,71.8,5.49,ETH,16187.1003
3908,5319,9817,glasses funny,4.2,overalls blue,0.0,blue cat skin,cool_2,5.0,bucket hat tan,3.7,7.8,1.76,ETH,5189.307199999999
3909,5323,783,sunglasses yellow,8.5,tshirt white,53.8,blue cat skin,classy_1,6.2,costume frog,148.5,217.0,19.69,ETH,58055.3743
3910,5324,1500,pixel,5.6,astro,78.1,blue cat skin,classy_1,6.2,bucket hat blue,90.1,179.9,1.5,ETH,4422.705
3911,5325,3020,smirk,6.3,tshirt blue,32.5,blue cat skin,wild_2,4.2,prince,76.6,119.5,1.23,ETH,3626.6180999999997
3912,5327,4441,uwu,5.0,tanktop orange,7.7,blue cat skin,cool_2,5.0,wreath flowers,75.2,88.0,1.0,ETH,2948.47
3913,5328,9661,glasses,4.8,robe blue,0.4,blue cat skin,cool_1,1.2,antlers,3.5,9.9,4.96,ETH,14624.411199999999
3914,5329,8846,unamused,2.0,sweater orange,8.0,blue cat skin,cool_1,1.2,antlers,3.5,14.7,0.6,ETH,1769.0819999999999
3915,5330,7617,glossy,9.6,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,apple,4.0,20.9,6.399,ETH,18867.25953
3916,5332,2741,hearts,4.2,lederhosen,75.2,blue cat skin,wild_2,4.2,beret black,46.7,130.2,0.9,ETH,2653.623
3917,5334,1650,beard pirate,0.8,overalls pink,60.0,blue cat skin,exotic_1,16.0,admiral,97.2,174.0,3.0,ETH,8845.41
3918,5335,4023,sunglasses cowboy,7.3,ninja red,37.6,blue cat skin,wild_1,1.9,pirate red,49.8,96.5,0.95,ETH,2801.0464999999995
3919,5336,228,rich,3.6,astro orange,115.7,blue cat skin,exotic_2,62.4,costume gorilla,109.3,291.1,30.0,WETH,88454.09999999999
3920,5337,2009,angry cute,2.4,tshirt red,5.1,blue cat skin,wild_2,4.2,costume dragon,148.5,160.2,1.4,ETH,4127.857999999999
3921,5338,5264,happy,6.7,tshirt pink,3.9,blue cat skin,cool_2,5.0,beanie black,54.8,65.4,1.69,ETH,4982.9142999999995
3922,5339,4580,angry,3.5,viking brown,73.7,blue cat skin,wild_1,1.9,candle,5.6,84.7,1.679,ETH,4950.48113
3923,5340,5620,sunglasses blue,3.2,tshirt white,53.8,blue cat skin,cool_2,5.0,antlers,3.5,60.5,6.125,ETH,18059.37875
3924,5342,6409,angry,3.5,tshirt pink,3.9,blue cat skin,cool_2,5.0,mohawk red,44.5,51.9,7.77,ETH,22909.611899999996
3925,5343,6863,angry cute,2.4,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,wreath,9.5,46.8,0.92,ETH,2712.5924
3926,5345,2261,sunglasses squad,9.1,overalls pink,60.0,blue cat skin,classy_2,9.4,ninja black,69.0,147.6,18.6225,WETH,54907.882574999996
3927,5346,7239,glossy,9.6,tshirt yellow,4.4,blue cat skin,cool_1,1.2,flower blue,9.5,24.6,2.99,ETH,8815.9253
3928,5347,4111,glossy,9.6,astro,78.1,blue cat skin,wild_1,1.9,beret green,5.4,94.9,9.0,ETH,26536.23
3929,5348,6287,beard pirate,0.8,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,cupcake,47.4,53.1,0.099,ETH,291.89853
3930,5349,5529,angry,3.5,work red,3.4,blue cat skin,cool_2,5.0,helm army,54.8,61.7,7.45,ETH,21966.1015
3931,5351,4773,happy cute,8.9,shirt white,10.6,blue cat skin,cool_2,5.0,mullet brown,57.5,77.1,0.27,ETH,796.0869
3932,5352,1780,sunglasses heart,3.0,epaulette black,101.6,blue cat skin,classy_1,6.2,mullet blonde,58.5,169.2,20.0,WETH,58969.399999999994
3933,5353,3067,smirk,6.3,overalls flannel,35.6,blue cat skin,wild_1,1.9,ninja red,74.0,117.7,16.69,ETH,49209.9643
3934,5354,6782,happy,6.7,tshirt yellow,4.4,blue cat skin,cool_2,5.0,cowboy brown,36.9,48.0,0.099,ETH,291.89853
3935,5356,8294,beard brown,5.4,robe red,5.1,blue cat skin,cool_1,1.2,candle,5.6,17.3,1.48,ETH,4363.7356
3936,5358,9255,angry,3.5,bandana green,4.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,12.7,10.75,ETH,31696.052499999998
3937,5359,8939,angry,3.5,bandana purple,3.0,blue cat skin,cool_1,1.2,headband red,6.6,14.3,0.39,ETH,1149.9033
3938,5360,1503,glasses funny,4.2,baseball red,47.4,blue cat skin,classy_2,9.4,crown black,118.8,179.8,1.25,WETH,3685.5874999999996
3939,5361,4271,sunglasses blue,3.2,overalls flannel,35.6,blue cat skin,wild_1,1.9,ninja blue,51.4,91.9,9.0,WETH,26536.23
3940,5362,772,glasses,4.8,costume dragon,126.8,blue cat skin,classy_2,9.4,bow,76.6,217.6,9.0,ETH,26536.23
3941,5363,9918,three eyes,1.6,overalls blue,0.0,blue cat skin,cool_2,5.0,bucket hat green,3.0,4.5,9.0,ETH,26536.23
3942,5365,5235,sunglasses blue,3.2,sweater orange,8.0,blue cat skin,cool_2,5.0,helm army,54.8,65.9,0.7,ETH,2063.9289999999996
3943,5366,1083,angry scar,6.3,epaulette black,101.6,blue cat skin,classy_2,9.4,nurse,80.8,198.1,1.2,ETH,3538.1639999999998
3944,5367,9297,unamused,2.0,tanktop white,3.9,blue cat skin,cool_1,1.2,flower red,5.4,12.5,9.79,ETH,28865.521299999997
3945,5368,4476,angry cute,2.4,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,afro brown,48.2,87.3,8.1,ETH,23882.606999999996
3946,5369,2160,mononoke,4.5,toga,41.8,blue cat skin,classy_2,9.4,admiral,97.2,152.9,2.7,ETH,7960.869
3947,5373,9118,derp,3.5,robe blue,0.4,blue cat skin,cool_1,1.2,flower pink,8.4,13.4,0.02,ETH,58.9694
3948,5376,8194,angry scar,6.3,tanktop pink,5.9,blue cat skin,cool_2,5.0,candle,5.6,17.8,8.1,ETH,23882.606999999996
3949,5377,7355,sunglasses yellow,8.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,flower blue,9.5,23.1,2.72,ETH,8019.8384
3950,5378,6754,angry,3.5,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,sunhat tan,41.8,48.3,8.95,ETH,26388.806499999995
3951,5379,810,happy,6.7,epaulette black,101.6,blue cat skin,classy_2,9.4,admiral,97.2,214.8,30.0,WETH,88454.09999999999
3952,5380,2030,stunned,2.8,viking brown,73.7,blue cat skin,classy_1,6.2,tvhead grey,76.6,159.3,2.249,ETH,6631.10903
3953,5381,3774,sunglasses blue,3.2,labcoat,38.2,blue cat skin,wild_1,1.9,mullet brown,57.5,100.8,13.5,ETH,39804.344999999994
3954,5383,1837,sunglasses blue,3.2,baseball blue,38.9,blue cat skin,classy_1,6.2,crown black,118.8,167.0,1.1,ETH,3243.317
3955,5384,554,sunglasses heart,3.0,monk,110.7,blue cat skin,exotic_1,16.0,helm bronze,107.2,236.9,0.45,ETH,1326.8115
3956,5385,6351,wink,7.7,sweater orange,8.0,blue cat skin,cool_2,5.0,cowboy brown,36.9,52.6,0.11,ETH,324.33169999999996
3957,5387,2985,dizzy,4.8,winter red,38.9,blue cat skin,wild_1,1.9,wreath flowers,75.2,120.9,11.0,ETH,32433.17
3958,5388,3641,mummy,0.7,robe white,46.6,blue cat skin,wild_2,4.2,ninja blue,51.4,102.8,0.15,ETH,442.27049999999997
3959,5389,8028,pixel,5.6,tshirt pink,3.9,blue cat skin,cool_1,1.2,beanie red,7.9,18.6,11.7,ETH,34497.098999999995
3960,5391,6452,wink,7.7,overalls flannel,35.6,blue cat skin,cool_2,5.0,flower pink,8.4,51.6,0.09,ETH,265.36229999999995
3961,5394,9007,ditto,0.0,work blue,5.1,blue cat skin,cool_2,5.0,arrowhead,8.8,13.9,1.38,ETH,4068.8885999999993
3962,5395,9395,angry cute,2.4,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,beret green,5.4,11.9,8.8,ETH,25946.536
3963,5396,6445,grin,5.4,hoodie black,42.6,blue cat skin,cool_2,5.0,bucket hat tan,3.7,51.7,12.0,ETH,35381.64
3964,5399,4049,glasses funny,4.2,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,afro brown,48.2,96.2,8.45,ETH,24914.571499999995
3965,5400,7334,shocked,7.5,robe red,5.1,blue cat skin,cool_1,1.2,flower blue,9.5,23.3,6.685,WETH,19710.52195
3966,5401,1686,double face,3.8,shirt bowtie,40.4,blue cat skin,classy_2,9.4,admiral pink,118.8,172.4,13.5,ETH,39804.344999999994
3967,5402,5183,mononoke,4.5,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,afro black,57.5,66.8,0.16,ETH,471.7552
3968,5403,6682,grin,5.4,bandana red,0.6,blue cat skin,cool_2,5.0,hat skull,43.2,49.2,0.1305,WETH,384.775335
3969,5404,2498,ditto,0.0,wetsuit,81.2,blue cat skin,classy_1,6.2,hat visor blue,51.4,138.7,15.0,ETH,44227.049999999996
3970,5405,4947,uwu,5.0,shirt yellow,4.4,blue cat skin,cool_2,5.0,sushi,61.4,70.8,5.921,WETH,17457.89087
3971,5406,3887,angry,3.5,knight,87.9,blue cat skin,wild_1,1.9,mohawk purple,5.6,98.9,7.1625,WETH,21118.416374999997
3972,5407,3550,glasses funny,4.2,robe blue,0.4,blue cat skin,wild_2,4.2,astro,95.3,104.0,1.2,ETH,3538.1639999999998
3973,5408,4616,beard brown,5.4,tanktop sailor red,39.7,blue cat skin,wild_1,1.9,cowboy brown,36.9,83.8,0.15,ETH,442.27049999999997
3974,5409,1579,stunned,2.8,overalls red,84.5,blue cat skin,classy_1,6.2,pirate black,83.7,177.2,1.25,ETH,3685.5874999999996
3975,5410,3336,sunglasses yellow,8.5,tshirt yellow,4.4,blue cat skin,wild_1,1.9,goggles seaweed,93.5,108.3,10.0,ETH,29484.699999999997
3976,5411,19,tvface bobross,395.0,mononoke,129.8,blue cat skin,exotic_2,62.4,tvhead purple,103.0,690.1,51.0,ETH,150371.97
3977,5412,1994,angry,3.5,toga,41.8,blue cat skin,classy_1,6.2,costume gorilla,109.3,160.8,1.8,ETH,5307.246
3978,5413,6332,ninja red,5.8,shirt bowtie,40.4,blue cat skin,cool_2,5.0,headband red,6.6,52.7,0.35,ETH,1031.9644999999998
3979,5415,4240,pixel,5.6,hoodie red,79.7,blue cat skin,wild_1,1.9,flower red,5.4,92.5,1.08,ETH,3184.3476
3980,5416,379,face face,9.1,tiger,113.2,blue cat skin,exotic_1,16.0,admiral pink,118.8,257.1,28.65,WETH,84473.66549999999
3981,5417,9910,beard pirate,0.8,overalls blue,0.0,blue cat skin,cool_2,5.0,headband blue,4.2,5.1,0.75,WETH,2211.3525
3982,5418,8781,hearts,4.2,hoodie purple,6.4,blue cat skin,cool_1,1.2,mohawk green,3.3,15.0,9.6,ETH,28305.311999999998
3983,5419,3343,uwu,5.0,tshirt green,7.7,blue cat skin,wild_1,1.9,knight blue,93.5,108.1,1.98,ETH,5837.9706
3984,5420,9488,sunglasses pixel,5.8,overalls blue,0.0,blue cat skin,cool_2,5.0,candle,5.6,11.3,1.19,ETH,3508.6793
3985,5421,3198,sunglasses yellow,8.5,buttondown black flannel,3.0,blue cat skin,wild_2,4.2,admiral,97.2,112.8,12.0,ETH,35381.64
3986,5422,6791,zombie,1.1,labcoat,38.2,blue cat skin,wild_1,1.9,headband red,6.6,47.9,7.8,ETH,22998.066
3987,5423,5461,shocked,7.5,tanktop orange,7.7,blue cat skin,cool_2,5.0,cupcake,47.4,62.7,2.84,ETH,8373.654799999998
3988,5424,2904,zombie,1.1,buttondown red flannel,43.4,blue cat skin,wild_2,4.2,wreath flowers,75.2,123.9,0.23,WETH,678.1481
3989,5425,4828,sunglasses yellow,8.5,tshirt yellow,4.4,blue cat skin,cool_2,5.0,sushi,61.4,74.3,8.97,ETH,26447.7759
3990,5426,7093,sunglasses cowboy,7.3,buttondown tan,8.6,blue cat skin,cool_1,1.2,beanie orange,12.8,29.8,9.99,WETH,29455.2153
3991,5427,818,stunned,2.8,robe king,118.3,blue cat skin,classy_2,9.4,pirate black,83.7,214.3,3.8,ETH,11204.185999999998
3992,5429,1301,glasses,4.8,gown white,95.4,blue cat skin,classy_1,6.2,nurse,80.8,187.2,0.95,ETH,2801.0464999999995
3993,5431,6668,zombie,1.1,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,bucket hat green,3.0,49.3,9.4,ETH,27715.618
3994,5433,5785,happy cute,8.9,tanktop orange,7.7,blue cat skin,cool_2,5.0,sunhat tan,41.8,58.5,0.6,ETH,1769.0819999999999
